DATE,VIX_Regime,SPY_Regime,VIX,SPX_Drawdown,Combined_Regime
2020-06-30,High_Vol,Regime_1,30.43000030517578,-4.0867549369257405,High_Vol_Regime_1
2020-07-01,High_Vol,Regime_1,28.6200008392334,-3.6050658809388514,High_Vol_Regime_1
2020-07-02,High_Vol,Regime_1,27.68000030517578,-3.1673123049782426,High_Vol_Regime_1
2020-07-06,High_Vol,Regime_1,27.940000534057617,-1.6294421039966478,High_Vol_Regime_1
2020-07-07,High_Vol,Regime_1,29.43000030517578,-2.6936671352261854,High_Vol_Regime_1
2020-07-08,High_Vol,Regime_1,28.079999923706055,-1.9320055205984343,High_Vol_Regime_1
2020-07-09,High_Vol,Regime_1,29.260000228881836,-2.48546265827857,High_Vol_Regime_1
2020-07-10,High_Vol,Regime_1,27.290000915527344,-1.4648558833928016,High_Vol_Regime_1
2020-07-13,High_Vol,Regime_1,32.189998626708984,-2.3873952227170814,High_Vol_Regime_1
2020-07-14,High_Vol,Regime_1,29.520000457763672,-1.078764450010794,High_Vol_Regime_1
2020-07-15,High_Vol,Regime_1,27.760000228881836,-0.1803567693909991,High_Vol_Regime_1
2020-07-16,High_Vol,Regime_1,28.0,-0.5203525805277942,High_Vol_Regime_1
2020-07-17,High_Vol,Regime_1,25.68000030517578,-0.23697364377245345,High_Vol_Regime_1
2020-07-20,Medium_Vol,Regime_1,24.459999084472656,0.0,Medium_Vol_Regime_1
2020-07-21,Medium_Vol,Regime_1,24.84000015258789,0.0,Medium_Vol_Regime_1
2020-07-22,Medium_Vol,Regime_1,24.31999969482422,0.0,Medium_Vol_Regime_1
2020-07-23,High_Vol,Regime_1,26.079999923706055,-1.2319859824193036,High_Vol_Regime_1
2020-07-24,High_Vol,Regime_1,25.84000015258789,-1.8433995017951954,High_Vol_Regime_1
2020-07-27,Medium_Vol,Regime_1,24.739999771118164,-1.1175178174617328,Medium_Vol_Regime_1
2020-07-28,High_Vol,Regime_1,25.440000534057617,-1.7576229016219136,High_Vol_Regime_1
2020-07-29,Medium_Vol,Regime_1,24.100000381469727,-0.5366291420745184,Medium_Vol_Regime_1
2020-07-30,Medium_Vol,Regime_1,24.760000228881836,-0.9096418413337082,Medium_Vol_Regime_1
2020-07-31,Medium_Vol,Regime_1,24.459999084472656,-0.14956875460275798,Medium_Vol_Regime_1
2020-08-03,Medium_Vol,Regime_1,24.280000686645508,0.0,Medium_Vol_Regime_1
2020-08-04,Medium_Vol,Regime_1,23.760000228881836,0.0,Medium_Vol_Regime_1
2020-08-05,Medium_Vol,Regime_1,22.989999771118164,0.0,Medium_Vol_Regime_1
2020-08-06,Medium_Vol,Regime_1,22.649999618530273,0.0,Medium_Vol_Regime_1
2020-08-07,Medium_Vol,Regime_1,22.209999084472656,0.0,Medium_Vol_Regime_1
2020-08-10,Medium_Vol,Regime_1,22.1299991607666,0.0,Medium_Vol_Regime_1
2020-08-11,Medium_Vol,Regime_1,24.030000686645508,-0.7969132154236114,Medium_Vol_Regime_1
2020-08-12,Medium_Vol,Regime_1,22.280000686645508,0.0,Medium_Vol_Regime_1
2020-08-13,Medium_Vol,Regime_1,22.1299991607666,-0.2047174350497949,Medium_Vol_Regime_1
2020-08-14,Medium_Vol,Regime_1,22.049999237060547,-0.22187050995694513,Medium_Vol_Regime_1
2020-08-17,Medium_Vol,Regime_1,21.350000381469727,0.0,Medium_Vol_Regime_1
2020-08-18,Medium_Vol,Regime_1,21.510000228881836,0.0,Medium_Vol_Regime_1
2020-08-19,Medium_Vol,Regime_1,22.540000915527344,-0.44043954214108005,Medium_Vol_Regime_1
2020-08-20,Medium_Vol,Regime_1,22.719999313354492,-0.12596745199822124,Medium_Vol_Regime_1
2020-08-21,Medium_Vol,Regime_1,22.540000915527344,0.0,Medium_Vol_Regime_1
2020-08-24,Medium_Vol,Regime_1,22.3700008392334,0.0,Medium_Vol_Regime_1
2020-08-25,Medium_Vol,Regime_1,22.030000686645508,0.0,Medium_Vol_Regime_1
2020-08-26,Medium_Vol,Regime_1,23.270000457763672,0.0,Medium_Vol_Regime_1
2020-08-27,Medium_Vol,Regime_1,24.469999313354492,0.0,Medium_Vol_Regime_1
2020-08-28,Medium_Vol,Regime_1,22.959999084472656,0.0,Medium_Vol_Regime_1
2020-08-31,High_Vol,Regime_1,26.40999984741211,-0.21949627140287475,High_Vol_Regime_1
2020-09-01,High_Vol,Regime_1,26.1200008392334,0.0,High_Vol_Regime_1
2020-09-02,High_Vol,Regime_1,26.56999969482422,0.0,High_Vol_Regime_1
2020-09-03,High_Vol,Regime_1,33.599998474121094,-3.512584371534122,High_Vol_Regime_1
2020-09-04,High_Vol,Regime_1,30.75,-4.297319153499856,High_Vol_Regime_1
2020-09-08,High_Vol,Regime_2,31.459999084472656,-6.953675503188395,High_Vol_Regime_2
2020-09-09,High_Vol,Regime_2,28.809999465942383,-5.079258567513012,High_Vol_Regime_2
2020-09-10,High_Vol,Regime_2,29.709999084472656,-6.748420497792306,High_Vol_Regime_2
2020-09-11,High_Vol,Regime_2,26.8700008392334,-6.698710674030717,High_Vol_Regime_2
2020-09-14,High_Vol,Regime_2,25.850000381469727,-5.509881591622512,High_Vol_Regime_2
2020-09-15,High_Vol,Regime_2,25.59000015258789,-5.0167036871107795,High_Vol_Regime_2
2020-09-16,High_Vol,Regime_2,26.040000915527344,-5.455426460312152,High_Vol_Regime_2
2020-09-17,High_Vol,Regime_2,26.459999084472656,-6.25077000455645,High_Vol_Regime_2
2020-09-18,High_Vol,Regime_2,25.829999923706055,-7.299128438362235,High_Vol_Regime_2
2020-09-21,High_Vol,Regime_2,27.780000686645508,-8.371779301473003,High_Vol_Regime_2
2020-09-22,High_Vol,Regime_2,26.86000061035156,-7.408038700982966,High_Vol_Regime_2
2020-09-23,High_Vol,Regime_2,28.579999923706055,-9.604454752912995,High_Vol_Regime_2
2020-09-24,High_Vol,Regime_2,28.510000228881836,-9.334401754782007,High_Vol_Regime_2
2020-09-25,High_Vol,Regime_2,26.3799991607666,-7.885862535667365,High_Vol_Regime_2
2020-09-28,High_Vol,Regime_2,26.190000534057617,-6.401849415437422,High_Vol_Regime_2
2020-09-29,High_Vol,Regime_2,26.270000457763672,-6.852305916069012,High_Vol_Regime_2
2020-09-30,High_Vol,Regime_2,26.3700008392334,-6.083491095491745,High_Vol_Regime_2
2020-10-01,High_Vol,Regime_2,26.700000762939453,-5.58639967584641,High_Vol_Regime_2
2020-10-02,High_Vol,Regime_2,27.6299991607666,-6.49066030068205,High_Vol_Regime_2
2020-10-05,High_Vol,Regime_1,27.959999084472656,-4.810044179767791,High_Vol_Regime_1
2020-10-06,High_Vol,Regime_2,29.479999542236328,-6.1401825211641725,High_Vol_Regime_2
2020-10-07,High_Vol,Regime_1,28.059999465942383,-4.507326284415325,High_Vol_Regime_1
2020-10-08,High_Vol,Regime_1,26.36000061035156,-3.74241816100106,High_Vol_Regime_1
2020-10-09,High_Vol,Regime_1,25.0,-2.8959739269894924,High_Vol_Regime_1
2020-10-12,High_Vol,Regime_1,25.06999969482422,-1.3019323969577945,High_Vol_Regime_1
2020-10-13,High_Vol,Regime_1,26.06999969482422,-1.9244131142028498,High_Vol_Regime_1
2020-10-14,High_Vol,Regime_1,26.399999618530273,-2.5739816287054573,High_Vol_Regime_1
2020-10-15,High_Vol,Regime_1,26.969999313354492,-2.7228247452243726,High_Vol_Regime_1
2020-10-16,High_Vol,Regime_1,27.40999984741211,-2.7097001517884745,High_Vol_Regime_1
2020-10-19,High_Vol,Regime_1,29.18000030517578,-4.298437300680891,High_Vol_Regime_1
2020-10-20,High_Vol,Regime_1,29.350000381469727,-3.8460240424824987,High_Vol_Regime_1
2020-10-21,High_Vol,Regime_1,28.649999618530273,-4.057149320579001,High_Vol_Regime_1
2020-10-22,High_Vol,Regime_1,28.11000061035156,-3.556430740565919,High_Vol_Regime_1
2020-10-23,High_Vol,Regime_1,27.549999237060547,-3.2241092167985763,High_Vol_Regime_1
2020-10-26,High_Vol,Regime_2,32.459999084472656,-5.023126215431095,High_Vol_Regime_2
2020-10-27,High_Vol,Regime_2,33.349998474121094,-5.310490040956228,High_Vol_Regime_2
2020-10-28,High_Vol,Regime_2,40.279998779296875,-8.651881988292043,High_Vol_Regime_2
2020-10-29,High_Vol,Regime_2,37.59000015258789,-7.560515795840228,High_Vol_Regime_2
2020-10-30,High_Vol,Regime_2,38.02000045776367,-8.681765153502175,High_Vol_Regime_2
2020-11-02,High_Vol,Regime_2,37.130001068115234,-7.556888635472491,High_Vol_Regime_2
2020-11-03,High_Vol,Regime_2,35.54999923706055,-5.911466878878279,High_Vol_Regime_2
2020-11-04,High_Vol,Regime_1,29.56999969482422,-3.837092500975481,High_Vol_Regime_1
2020-11-05,High_Vol,Regime_1,27.579999923706055,-1.965743652077323,High_Vol_Regime_1
2020-11-06,Medium_Vol,Regime_1,24.86000061035156,-1.9939495965159093,Medium_Vol_Regime_1
2020-11-09,High_Vol,Regime_1,25.75,-0.847289662367956,High_Vol_Regime_1
2020-11-10,Medium_Vol,Regime_1,24.799999237060547,-0.9860830901988193,Medium_Vol_Regime_1
2020-11-11,Medium_Vol,Regime_1,23.450000762939453,-0.22844292346125838,Medium_Vol_Regime_1
2020-11-12,High_Vol,Regime_1,25.350000381469727,-1.2240166287576182,High_Vol_Regime_1
2020-11-13,Medium_Vol,Regime_1,23.100000381469727,0.0,Medium_Vol_Regime_1
2020-11-16,Medium_Vol,Regime_1,22.450000762939453,0.0,Medium_Vol_Regime_1
2020-11-17,Medium_Vol,Regime_1,22.709999084472656,-0.4791925698091615,Medium_Vol_Regime_1
2020-11-18,Medium_Vol,Regime_1,23.84000015258789,-1.6300342296754589,Medium_Vol_Regime_1
2020-11-19,Medium_Vol,Regime_1,23.11000061035156,-1.2418228192406455,Medium_Vol_Regime_1
2020-11-20,Medium_Vol,Regime_1,23.700000762939453,-1.9126439511294668,Medium_Vol_Regime_1
2020-11-23,Medium_Vol,Regime_1,22.65999984741211,-1.3598304180118426,Medium_Vol_Regime_1
2020-11-24,Medium_Vol,Regime_1,21.63999938964844,0.0,Medium_Vol_Regime_1
2020-11-25,Medium_Vol,Regime_1,21.25,-0.1584418237524976,Medium_Vol_Regime_1
2020-11-27,Medium_Vol,Regime_1,20.84000015258789,0.0,Medium_Vol_Regime_1
2020-11-30,Medium_Vol,Regime_1,20.56999969482422,-0.45955486401709766,Medium_Vol_Regime_1
2020-12-01,Medium_Vol,Regime_1,20.770000457763672,0.0,Medium_Vol_Regime_1
2020-12-02,Medium_Vol,Regime_1,21.170000076293945,0.0,Medium_Vol_Regime_1
2020-12-03,Medium_Vol,Regime_1,21.280000686645508,-0.062415721309150296,Medium_Vol_Regime_1
2020-12-04,Medium_Vol,Regime_1,20.790000915527344,0.0,Medium_Vol_Regime_1
2020-12-07,Medium_Vol,Regime_1,21.299999237060547,-0.19356376714373402,Medium_Vol_Regime_1
2020-12-08,Medium_Vol,Regime_1,20.68000030517578,0.0,Medium_Vol_Regime_1
2020-12-09,Medium_Vol,Regime_1,22.270000457763672,-0.7949201604598555,Medium_Vol_Regime_1
2020-12-10,Medium_Vol,Regime_1,22.520000457763672,-0.9224094089742674,Medium_Vol_Regime_1
2020-12-11,Medium_Vol,Regime_1,23.309999465942383,-1.0477422935377123,Medium_Vol_Regime_1
2020-12-14,Medium_Vol,Regime_1,24.719999313354492,-1.479100810740086,Medium_Vol_Regime_1
2020-12-15,Medium_Vol,Regime_1,22.88999938964844,-0.20608772536970799,Medium_Vol_Regime_1
2020-12-16,Medium_Vol,Regime_1,22.5,-0.029173559997297538,Medium_Vol_Regime_1
2020-12-17,Medium_Vol,Regime_1,21.93000030517578,0.0,Medium_Vol_Regime_1
2020-12-18,Medium_Vol,Regime_1,21.56999969482422,-0.3511118509152866,Medium_Vol_Regime_1
2020-12-21,High_Vol,Regime_1,25.15999984741211,-0.7403682152316016,High_Vol_Regime_1
2020-12-22,Medium_Vol,Regime_1,24.229999542236328,-0.9461426491994218,Medium_Vol_Regime_1
2020-12-23,Medium_Vol,Regime_1,23.309999465942383,-0.8722671679495808,Medium_Vol_Regime_1
2020-12-24,Medium_Vol,Regime_1,21.530000686645508,-0.5216931179453765,Medium_Vol_Regime_1
2020-12-28,Medium_Vol,Regime_1,21.700000762939453,0.0,Medium_Vol_Regime_1
2020-12-29,Medium_Vol,Regime_1,23.079999923706055,-0.222738052560012,Medium_Vol_Regime_1
2020-12-30,Medium_Vol,Regime_1,22.770000457763672,-0.0888821496159986,Medium_Vol_Regime_1
2020-12-31,Medium_Vol,Regime_1,22.75,0.0,Medium_Vol_Regime_1
2021-01-04,High_Vol,Regime_1,26.969999313354492,-1.4754827521051062,High_Vol_Regime_1
2021-01-05,High_Vol,Regime_1,25.34000015258789,-0.777673483345287,High_Vol_Regime_1
2021-01-06,High_Vol,Regime_1,25.06999969482422,-0.21112960186905338,High_Vol_Regime_1
2021-01-07,Medium_Vol,Regime_1,22.3700008392334,0.0,Medium_Vol_Regime_1
2021-01-08,Medium_Vol,Regime_1,21.559999465942383,0.0,Medium_Vol_Regime_1
2021-01-11,Medium_Vol,Regime_1,24.079999923706055,-0.6554750898592476,Medium_Vol_Regime_1
2021-01-12,Medium_Vol,Regime_1,23.329999923706055,-0.614168784165392,Medium_Vol_Regime_1
2021-01-13,Medium_Vol,Regime_1,22.209999084472656,-0.38800223849408955,Medium_Vol_Regime_1
2021-01-14,Medium_Vol,Regime_1,23.25,-0.76189101046229,Medium_Vol_Regime_1
2021-01-15,Medium_Vol,Regime_1,24.34000015258789,-1.4754157903199783,Medium_Vol_Regime_1
2021-01-19,Medium_Vol,Regime_1,23.239999771118164,-0.6737823815807675,Medium_Vol_Regime_1
2021-01-20,Medium_Vol,Regime_1,21.579999923706055,0.0,Medium_Vol_Regime_1
2021-01-21,Medium_Vol,Regime_1,21.31999969482422,0.0,Medium_Vol_Regime_1
2021-01-22,Medium_Vol,Regime_1,21.90999984741211,-0.30106116552376383,Medium_Vol_Regime_1
2021-01-25,Medium_Vol,Regime_1,23.190000534057617,0.0,Medium_Vol_Regime_1
2021-01-26,Medium_Vol,Regime_1,23.020000457763672,-0.14888337468982327,Medium_Vol_Regime_1
2021-01-27,High_Vol,Regime_1,37.209999084472656,-2.7128487346559593,High_Vol_Regime_1
2021-01-28,High_Vol,Regime_1,30.209999084472656,-1.7632652389204195,High_Vol_Regime_1
2021-01-29,High_Vol,Regime_1,33.09000015258789,-3.660361503347831,High_Vol_Regime_1
2021-02-01,High_Vol,Regime_1,30.239999771118164,-2.1139400141404696,High_Vol_Regime_1
2021-02-02,High_Vol,Regime_1,25.559999465942383,-0.7534976764479451,High_Vol_Regime_1
2021-02-03,Medium_Vol,Regime_1,22.90999984741211,-0.653380873511189,Medium_Vol_Regime_1
2021-02-04,Medium_Vol,Regime_1,21.770000457763672,0.0,Medium_Vol_Regime_1
2021-02-05,Medium_Vol,Regime_1,20.8700008392334,0.0,Medium_Vol_Regime_1
2021-02-08,Medium_Vol,Regime_1,21.239999771118164,0.0,Medium_Vol_Regime_1
2021-02-09,Medium_Vol,Regime_1,21.6299991607666,-0.11135249921484514,Medium_Vol_Regime_1
2021-02-10,Medium_Vol,Regime_1,21.989999771118164,-0.1458325552458728,Medium_Vol_Regime_1
2021-02-11,Medium_Vol,Regime_1,21.25,0.0,Medium_Vol_Regime_1
2021-02-12,Medium_Vol,Regime_1,19.969999313354492,0.0,Medium_Vol_Regime_1
2021-02-16,Medium_Vol,Regime_1,21.459999084472656,-0.056927241835114106,Medium_Vol_Regime_1
2021-02-17,Medium_Vol,Regime_1,21.5,-0.08894920315511978,Medium_Vol_Regime_1
2021-02-18,Medium_Vol,Regime_1,22.489999771118164,-0.5301399808302576,Medium_Vol_Regime_1
2021-02-19,Medium_Vol,Regime_1,22.049999237060547,-0.7146462904161655,Medium_Vol_Regime_1
2021-02-22,Medium_Vol,Regime_1,23.450000762939453,-1.4824039911984,Medium_Vol_Regime_1
2021-02-23,Medium_Vol,Regime_1,23.11000061035156,-1.358634550312643,Medium_Vol_Regime_1
2021-02-24,Medium_Vol,Regime_1,21.34000015258789,-0.23889586837900767,Medium_Vol_Regime_1
2021-02-25,High_Vol,Regime_1,28.88999938964844,-2.6809287349110256,High_Vol_Regime_1
2021-02-26,High_Vol,Regime_1,27.950000762939453,-3.143215166236235,High_Vol_Regime_1
2021-03-01,Medium_Vol,Regime_1,23.350000381469727,-0.8389183042271209,Medium_Vol_Regime_1
2021-03-02,Medium_Vol,Regime_1,24.100000381469727,-1.6402242989169702,Medium_Vol_Regime_1
2021-03-03,High_Vol,Regime_1,26.670000076293945,-2.925414951507299,High_Vol_Regime_1
2021-03-04,High_Vol,Regime_1,28.56999969482422,-4.2278854262786325,High_Vol_Regime_1
2021-03-05,Medium_Vol,Regime_1,24.65999984741211,-2.3607153263150216,Medium_Vol_Regime_1
2021-03-08,High_Vol,Regime_1,25.469999313354492,-2.8839868105009714,High_Vol_Regime_1
2021-03-09,Medium_Vol,Regime_1,24.030000686645508,-1.5093443818303354,Medium_Vol_Regime_1
2021-03-10,Medium_Vol,Regime_1,22.559999465942383,-0.9154148671246864,Medium_Vol_Regime_1
2021-03-11,Medium_Vol,Regime_1,21.90999984741211,0.0,Medium_Vol_Regime_1
2021-03-12,Medium_Vol,Regime_1,20.690000534057617,0.0,Medium_Vol_Regime_1
2021-03-15,Medium_Vol,Regime_1,20.030000686645508,0.0,Medium_Vol_Regime_1
2021-03-16,Medium_Vol,Regime_1,19.790000915527344,-0.15696837343783798,Medium_Vol_Regime_1
2021-03-17,Medium_Vol,Regime_1,19.229999542236328,0.0,Medium_Vol_Regime_1
2021-03-18,Medium_Vol,Regime_1,21.579999923706055,-1.4760539319459198,Medium_Vol_Regime_1
2021-03-19,Medium_Vol,Regime_1,20.950000762939453,-1.5354347058446294,Medium_Vol_Regime_1
2021-03-22,Medium_Vol,Regime_1,18.8799991607666,-0.8437095082220236,Medium_Vol_Regime_1
2021-03-23,Medium_Vol,Regime_1,20.299999237060547,-1.6003567023852305,Medium_Vol_Regime_1
2021-03-24,Medium_Vol,Regime_1,21.200000762939453,-2.1383406163756224,Medium_Vol_Regime_1
2021-03-25,Medium_Vol,Regime_1,19.809999465942383,-1.6255195049808324,Medium_Vol_Regime_1
2021-03-26,Medium_Vol,Regime_1,18.86000061035156,0.0,Medium_Vol_Regime_1
2021-03-29,Medium_Vol,Regime_1,20.739999771118164,-0.08680126852336212,Medium_Vol_Regime_1
2021-03-30,Medium_Vol,Regime_1,19.61000061035156,-0.40231045799570264,Medium_Vol_Regime_1
2021-03-31,Medium_Vol,Regime_1,19.399999618530273,-0.04151792328563886,Medium_Vol_Regime_1
2021-04-01,Medium_Vol,Regime_1,17.329999923706055,0.0,Medium_Vol_Regime_1
2021-04-05,Medium_Vol,Regime_1,17.90999984741211,0.0,Medium_Vol_Regime_1
2021-04-06,Medium_Vol,Regime_1,18.1200008392334,-0.09735307519511682,Medium_Vol_Regime_1
2021-04-07,Medium_Vol,Regime_1,17.15999984741211,0.0,Medium_Vol_Regime_1
2021-04-08,Medium_Vol,Regime_1,16.950000762939453,0.0,Medium_Vol_Regime_1
2021-04-09,Medium_Vol,Regime_1,16.690000534057617,0.0,Medium_Vol_Regime_1
2021-04-12,Medium_Vol,Regime_1,16.90999984741211,-0.019607884876882142,Medium_Vol_Regime_1
2021-04-13,Medium_Vol,Regime_1,16.649999618530273,0.0,Medium_Vol_Regime_1
2021-04-14,Medium_Vol,Regime_1,16.989999771118164,-0.40877267278285334,Medium_Vol_Regime_1
2021-04-15,Medium_Vol,Regime_1,16.56999969482422,0.0,Medium_Vol_Regime_1
2021-04-16,Medium_Vol,Regime_1,16.25,0.0,Medium_Vol_Regime_1
2021-04-19,Medium_Vol,Regime_1,17.290000915527344,-0.5306560094486046,Medium_Vol_Regime_1
2021-04-20,Medium_Vol,Regime_1,18.68000030517578,-1.207278294761116,Medium_Vol_Regime_1
2021-04-21,Medium_Vol,Regime_1,17.5,-0.2879077463271318,Medium_Vol_Regime_1
2021-04-22,Medium_Vol,Regime_1,18.709999084472656,-1.206321674347044,Medium_Vol_Regime_1
2021-04-23,Medium_Vol,Regime_1,17.329999923706055,-0.12663554383812725,Medium_Vol_Regime_1
2021-04-26,Medium_Vol,Regime_1,17.639999389648438,0.0,Medium_Vol_Regime_1
2021-04-27,Medium_Vol,Regime_1,17.559999465942383,-0.021489588801437698,Medium_Vol_Regime_1
2021-04-28,Medium_Vol,Regime_1,17.280000686645508,-0.10602541018529532,Medium_Vol_Regime_1
2021-04-29,Medium_Vol,Regime_1,17.610000610351562,0.0,Medium_Vol_Regime_1
2021-04-30,Medium_Vol,Regime_1,18.61000061035156,-0.7194706699326425,Medium_Vol_Regime_1
2021-05-03,Medium_Vol,Regime_1,18.309999465942383,-0.4466387658982329,Medium_Vol_Regime_1
2021-05-04,Medium_Vol,Regime_1,19.479999542236328,-1.111489722253367,Medium_Vol_Regime_1
2021-05-05,Medium_Vol,Regime_1,19.149999618530273,-1.0419252388177647,Medium_Vol_Regime_1
2021-05-06,Medium_Vol,Regime_1,18.38999938964844,-0.23388738739104076,Medium_Vol_Regime_1
2021-05-07,Medium_Vol,Regime_1,16.690000534057617,0.0,Medium_Vol_Regime_1
2021-05-10,Medium_Vol,Regime_1,19.65999984741211,-1.0435647322188157,Medium_Vol_Regime_1
2021-05-11,Medium_Vol,Regime_1,21.84000015258789,-1.9019042229993732,Medium_Vol_Regime_1
2021-05-12,High_Vol,Regime_1,27.59000015258789,-4.00604958374503,High_Vol_Regime_1
2021-05-13,Medium_Vol,Regime_1,23.1299991607666,-2.8375016511187567,Medium_Vol_Regime_1
2021-05-14,Medium_Vol,Regime_1,18.809999465942383,-1.3880356906983082,Medium_Vol_Regime_1
2021-05-17,Medium_Vol,Regime_1,19.719999313354492,-1.6375291072768583,Medium_Vol_Regime_1
2021-05-18,Medium_Vol,Regime_1,21.34000015258789,-2.475311088077159,Medium_Vol_Regime_1
2021-05-19,Medium_Vol,Regime_1,22.18000030517578,-2.762366374743108,Medium_Vol_Regime_1
2021-05-20,Medium_Vol,Regime_1,20.670000076293945,-1.7360482628500318,Medium_Vol_Regime_1
2021-05-21,Medium_Vol,Regime_1,20.149999618530273,-1.813075476171111,Medium_Vol_Regime_1
2021-05-24,Medium_Vol,Regime_1,18.399999618530273,-0.8399161779643616,Medium_Vol_Regime_1
2021-05-25,Medium_Vol,Regime_1,18.84000015258789,-1.0506594957641946,Medium_Vol_Regime_1
