Date,CDX.NA.IG
17/03/2021,50.892
18/03/2021,52.47
19/03/2021,52.106
22/03/2021,57.475
23/03/2021,57.967
24/03/2021,58.086
25/03/2021,57.644
26/03/2021,56.334
29/03/2021,56.168
30/03/2021,56.508
31/03/2021,53.985
01/04/2021,51.236
02/04/2021,50.713
05/04/2021,51.289
06/04/2021,51.619
07/04/2021,51.798
08/04/2021,50.985
09/04/2021,50.879
12/04/2021,50.98
13/04/2021,51.224
14/04/2021,51.146
15/04/2021,49.995
16/04/2021,50.32
19/04/2021,50.72
20/04/2021,52.091
21/04/2021,51.505
22/04/2021,52.047
23/04/2021,51.163
26/04/2021,51.143
27/04/2021,51.534
28/04/2021,50.806
29/04/2021,50.039
30/04/2021,50.432
03/05/2021,50.263
04/05/2021,50.789
05/05/2021,51.072
06/05/2021,51.279
07/05/2021,50.363
10/05/2021,51.861
11/05/2021,52.27
12/05/2021,53.792
13/05/2021,52.303
14/05/2021,50.67
17/05/2021,51.532
18/05/2021,52.536
19/05/2021,52.941
20/05/2021,52.265
21/05/2021,52.44
24/05/2021,51.371
25/05/2021,51.993
26/05/2021,51.65
27/05/2021,50.939
28/05/2021,50.621
01/06/2021,50.06
02/06/2021,50.078
03/06/2021,50.899
04/06/2021,50.174
07/06/2021,50.421
08/06/2021,50.447
09/06/2021,50.225
10/06/2021,48.912
11/06/2021,48.287
14/06/2021,48.62
15/06/2021,48.662
16/06/2021,49.323
17/06/2021,49.646
18/06/2021,50.932
21/06/2021,49.51
22/06/2021,49.055
23/06/2021,48.756
24/06/2021,47.99
25/06/2021,47.215
28/06/2021,47.842
29/06/2021,47.836
30/06/2021,47.681
01/07/2021,47.614
02/07/2021,46.888
06/07/2021,47.562
07/07/2021,47.938
08/07/2021,49.014
09/07/2021,48.004
12/07/2021,47.923
13/07/2021,48.585
14/07/2021,48.603
15/07/2021,49.35
16/07/2021,50.055
19/07/2021,52.285
20/07/2021,50.724
21/07/2021,48.886
22/07/2021,49.133
23/07/2021,48.416
26/07/2021,48.656
27/07/2021,49.616
28/07/2021,49.05
29/07/2021,48.995
30/07/2021,49.79
02/08/2021,49.845
03/08/2021,49.777
04/08/2021,50.439
05/08/2021,49.625
06/08/2021,49.021
09/08/2021,49.435
10/08/2021,50.339
11/08/2021,49.898
12/08/2021,49.04
13/08/2021,48.4
16/08/2021,48.822
17/08/2021,49.711
18/08/2021,50.543
19/08/2021,50.468
20/08/2021,49.653
23/08/2021,48.549
24/08/2021,48.486
25/08/2021,47.821
26/08/2021,48.478
27/08/2021,46.56
30/08/2021,46.181
31/08/2021,46.1
01/09/2021,46.083
02/09/2021,46.383
03/09/2021,46.861
07/09/2021,47.25
08/09/2021,46.716
09/09/2021,46.934
10/09/2021,47.299
13/09/2021,46.708
14/09/2021,46.918
15/09/2021,46.179
16/09/2021,46.134
17/09/2021,46.761
20/09/2021,53.749
21/09/2021,53.156
22/09/2021,51.429
23/09/2021,50.856
24/09/2021,50.966
27/09/2021,50.946
28/09/2021,52.085
29/09/2021,52.181
30/09/2021,53.249
01/10/2021,52.366
04/10/2021,53.315
05/10/2021,53.744
06/10/2021,53.742
07/10/2021,53.293
08/10/2021,53.893
12/10/2021,55.05
13/10/2021,54.124
14/10/2021,52.14
15/10/2021,52.159
18/10/2021,52.145
19/10/2021,51.491
20/10/2021,51.24
21/10/2021,51.651
22/10/2021,52.085
25/10/2021,51.36
26/10/2021,50.975
27/10/2021,51.588
28/10/2021,51.221
29/10/2021,52.283
01/11/2021,52.563
02/11/2021,51.976
03/11/2021,50.878
04/11/2021,50.353
05/11/2021,49.411
08/11/2021,49.468
09/11/2021,50.146
10/11/2021,51.374
12/11/2021,50.776
15/11/2021,50.764
16/11/2021,50.638
17/11/2021,50.973
18/11/2021,51.085
19/11/2021,51.76
22/11/2021,52.671
23/11/2021,53.01
24/11/2021,53.02
26/11/2021,57.454
29/11/2021,55.083
30/11/2021,57.687
01/12/2021,58.663
02/12/2021,57.333
03/12/2021,58.456
06/12/2021,56.101
07/12/2021,53.603
08/12/2021,53.569
09/12/2021,54.7
10/12/2021,53.368
13/12/2021,53.488
14/12/2021,53.991
15/12/2021,52.337
16/12/2021,52.409
17/12/2021,52.629
20/12/2021,53.328
21/12/2021,51.775
22/12/2021,50.763
23/12/2021,49.805
27/12/2021,48.849
28/12/2021,49.379
29/12/2021,49.489
30/12/2021,49.801
31/12/2021,49.571
03/01/2022,49.529
04/01/2022,49.555
05/01/2022,51.73
06/01/2022,51.736
07/01/2022,52.614
10/01/2022,52.51
11/01/2022,51.674
12/01/2022,51.25
13/01/2022,53.148
14/01/2022,53.418
18/01/2022,55.01
19/01/2022,55.774
20/01/2022,57.544
21/01/2022,58.44
24/01/2022,57.945
25/01/2022,58.973
26/01/2022,60.45
27/01/2022,62.445
28/01/2022,61.075
31/01/2022,60.146
01/02/2022,58.38
02/02/2022,59.769
03/02/2022,62.399
04/02/2022,63.704
07/02/2022,63.57
08/02/2022,62.959
09/02/2022,61.504
10/02/2022,65.58
11/02/2022,67.836
14/02/2022,67.535
15/02/2022,65.849
16/02/2022,65.255
17/02/2022,67.641
18/02/2022,68.898
22/02/2022,69.245
23/02/2022,70.661
24/02/2022,68.48
25/02/2022,66.444
28/02/2022,67.668
01/03/2022,71.934
02/03/2022,69.464
03/03/2022,71.014
04/03/2022,74.438
07/03/2022,77.806
08/03/2022,76.341
09/03/2022,71.791
10/03/2022,73.359
11/03/2022,74.846
14/03/2022,75.403
15/03/2022,72.825
16/03/2022,67.32
17/03/2022,65.313
18/03/2022,64.233
21/03/2022,72.083
22/03/2022,69.711
23/03/2022,71.915
24/03/2022,70.829
25/03/2022,72.085
28/03/2022,70.266
29/03/2022,66.043
30/03/2022,66.293
31/03/2022,67.238
01/04/2022,66.499
04/04/2022,63.834
05/04/2022,66.135
06/04/2022,67.456
07/04/2022,68.219
08/04/2022,70.6
11/04/2022,72.824
12/04/2022,72.818
13/04/2022,71.519
14/04/2022,72.864
18/04/2022,73.454
19/04/2022,74.268
20/04/2022,72.718
21/04/2022,75.92
22/04/2022,79.529
25/04/2022,76.863
26/04/2022,82.188
27/04/2022,82
28/04/2022,80.901
29/04/2022,83.649
02/05/2022,82.89
03/05/2022,80.421
04/05/2022,78.201
05/05/2022,83.45
06/05/2022,86.878
09/05/2022,89.205
10/05/2022,87.209
11/05/2022,87.789
12/05/2022,87.3
13/05/2022,85.39
16/05/2022,86.381
17/05/2022,83.844
18/05/2022,90.786
19/05/2022,89.806
20/05/2022,90.586
23/05/2022,88.255
24/05/2022,87.01
25/05/2022,82.644
26/05/2022,81.426
27/05/2022,78.983
31/05/2022,79.641
01/06/2022,80.788
02/06/2022,79.644
03/06/2022,81.597
06/06/2022,81.771
07/06/2022,81.298
08/06/2022,83.529
09/06/2022,87.389
10/06/2022,91.641
13/06/2022,98.5
14/06/2022,98.871
15/06/2022,95.16
16/06/2022,102.459
17/06/2022,100.018
21/06/2022,97.92
22/06/2022,99.935
23/06/2022,98.793
24/06/2022,94.149
27/06/2022,95.149
28/06/2022,99.32
29/06/2022,100.14
30/06/2022,101.159
01/07/2022,100.734
05/07/2022,99.095
06/07/2022,98.26
07/07/2022,92.995
08/07/2022,90.479
11/07/2022,92.228
12/07/2022,92.49
13/07/2022,94
14/07/2022,94.687
15/07/2022,90.53
18/07/2022,91.288
19/07/2022,85.743
20/07/2022,84.691
21/07/2022,83.78
22/07/2022,86.015
25/07/2022,85.765
26/07/2022,87.235
27/07/2022,83.389
28/07/2022,80.559
29/07/2022,80.434
01/08/2022,82.361
02/08/2022,84.615
03/08/2022,81.4
04/08/2022,80.913
05/08/2022,80.65
08/08/2022,80.935
09/08/2022,83.03
10/08/2022,76.308
11/08/2022,77.484
12/08/2022,73.539
15/08/2022,74.323
16/08/2022,75.829
17/08/2022,78.169
18/08/2022,77.28
19/08/2022,81.016
22/08/2022,84.443
23/08/2022,84.691
24/08/2022,82.695
25/08/2022,80.873
26/08/2022,86.01
29/08/2022,88.255
30/08/2022,91.119
31/08/2022,92.37
01/09/2022,90.4
02/09/2022,91.966
06/09/2022,91.029
07/09/2022,85.496
08/09/2022,83.72
09/09/2022,80.98
12/09/2022,79.148
13/09/2022,85.991
14/09/2022,85.258
15/09/2022,89.239
16/09/2022,89.17
19/09/2022,86.798
20/09/2022,98.471
21/09/2022,100.584
22/09/2022,102.421
23/09/2022,105.909
26/09/2022,109.693
27/09/2022,111.153
28/09/2022,106.114
29/09/2022,107.335
30/09/2022,108.024
03/10/2022,104.326
04/10/2022,97.983
05/10/2022,97.158
06/10/2022,98.738
07/10/2022,101.445
11/10/2022,103.325
12/10/2022,102.465
13/10/2022,101.159
14/10/2022,104.063
17/10/2022,98.396
18/10/2022,94.316
19/10/2022,96.406
20/10/2022,99.101
21/10/2022,94.239
24/10/2022,93.644
25/10/2022,92.758
26/10/2022,92.363
27/10/2022,93.196
28/10/2022,87.525
31/10/2022,90.269
01/11/2022,88.751
02/11/2022,91.288
03/11/2022,94.037
04/11/2022,90.028
07/11/2022,88.517
08/11/2022,88.794
09/11/2022,92.236
10/11/2022,83.17
14/11/2022,83.383
15/11/2022,82.96
16/11/2022,82.943
17/11/2022,83.254
18/11/2022,81.856
21/11/2022,81.453
22/11/2022,79.806
23/11/2022,77.49
25/11/2022,78.02
28/11/2022,82.126
29/11/2022,81.011
30/11/2022,75.638
01/12/2022,77.035
02/12/2022,77.814
05/12/2022,80.034
06/12/2022,82.869
07/12/2022,82.069
08/12/2022,81.644
09/12/2022,80.395
12/12/2022,78.011
13/12/2022,75.815
14/12/2022,75.988
15/12/2022,80.549
16/12/2022,83.306
19/12/2022,85.037
20/12/2022,86.466
21/12/2022,81.246
22/12/2022,82.653
23/12/2022,80.849
27/12/2022,80.753
28/12/2022,84.111
29/12/2022,81.71
30/12/2022,82.024
03/01/2023,80.267
04/01/2023,78.525
05/01/2023,78.626
06/01/2023,74.566
09/01/2023,74.626
10/01/2023,74.723
11/01/2023,72.349
12/01/2023,70.82
13/01/2023,70.483
17/01/2023,71.983
18/01/2023,73.903
19/01/2023,76.077
20/01/2023,74.083
23/01/2023,71.943
24/01/2023,71.564
25/01/2023,71.587
26/01/2023,71.482
27/01/2023,71.474
30/01/2023,73.651
31/01/2023,71.383
01/02/2023,68.521
02/02/2023,67.198
03/02/2023,69.044
06/02/2023,70.166
07/02/2023,68.711
08/02/2023,69.863
09/02/2023,70.934
10/02/2023,72.821
13/02/2023,71.253
14/02/2023,71.078
15/02/2023,70.965
16/02/2023,73.174
17/02/2023,72.805
21/02/2023,77.036
22/02/2023,76.14
23/02/2023,74.364
24/02/2023,76.874
27/02/2023,75.506
28/02/2023,76.383
01/03/2023,75.536
02/03/2023,74.835
03/03/2023,70.849
06/03/2023,70.654
07/03/2023,73.18
08/03/2023,74.265
09/03/2023,78.786
10/03/2023,83.034
13/03/2023,90.914
14/03/2023,85.003
15/03/2023,88.395
16/03/2023,82.791
17/03/2023,87.87
20/03/2023,88.504
21/03/2023,80.229
22/03/2023,83.25
23/03/2023,86.153
24/03/2023,84.817
27/03/2023,83.093
28/03/2023,83.866
29/03/2023,79.307
30/03/2023,77.75
31/03/2023,75.858
03/04/2023,76.286
04/04/2023,78.344
05/04/2023,80.716
06/04/2023,79.294
07/04/2023,77.906
10/04/2023,78.282
11/04/2023,76.63
12/04/2023,77.395
13/04/2023,74.988
14/04/2023,73.964
17/04/2023,73.604
18/04/2023,73.565
19/04/2023,75.22
20/04/2023,76.991
21/04/2023,76.051
24/04/2023,75.583
25/04/2023,78.06
26/04/2023,79.046
27/04/2023,76.143
28/04/2023,75.765
01/05/2023,77.533
02/05/2023,79.763
03/05/2023,81.619
04/05/2023,83.231
05/05/2023,80.551
08/05/2023,81.378
09/05/2023,82.32
10/05/2023,80.535
11/05/2023,80.92
12/05/2023,80.985
15/05/2023,80.899
16/05/2023,83.52
17/05/2023,80.431
18/05/2023,79.618
19/05/2023,79.492
22/05/2023,76.816
23/05/2023,78.484
24/05/2023,79.523
25/05/2023,77.268
26/05/2023,75.375
30/05/2023,74.355
31/05/2023,75.632
01/06/2023,73.752
02/06/2023,71.288
05/06/2023,71.943
06/06/2023,71.204
07/06/2023,71.89
08/06/2023,70.706
09/06/2023,70.628
12/06/2023,70.586
13/06/2023,70.045
14/06/2023,71.205
15/06/2023,70.395
16/06/2023,69.369
20/06/2023,70.053
21/06/2023,70.993
22/06/2023,71.16
23/06/2023,72.468
26/06/2023,73.913
27/06/2023,71.111
28/06/2023,69.619
29/06/2023,68.994
30/06/2023,66.22
03/07/2023,66.446
05/07/2023,68.821
06/07/2023,70.803
07/07/2023,70.031
10/07/2023,68.054
11/07/2023,65.898
12/07/2023,63.565
13/07/2023,65.008
14/07/2023,67.114
17/07/2023,66.169
18/07/2023,65.345
19/07/2023,65.738
20/07/2023,65.73
21/07/2023,65.16
24/07/2023,64.815
25/07/2023,64.694
26/07/2023,63.559
27/07/2023,64.96
28/07/2023,62.571
31/07/2023,62.901
01/08/2023,64.351
02/08/2023,66.484
03/08/2023,67.144
04/08/2023,68.173
07/08/2023,66.723
08/08/2023,67.718
09/08/2023,67.358
10/08/2023,66.798
11/08/2023,66.096
14/08/2023,65.69
15/08/2023,67.563
16/08/2023,69.009
17/08/2023,70.436
18/08/2023,70.621
21/08/2023,69.556
22/08/2023,69.069
23/08/2023,65.188
24/08/2023,67.643
25/08/2023,65.205
28/08/2023,64.011
29/08/2023,62.703
30/08/2023,62.611
31/08/2023,63.523
01/09/2023,63.29
05/09/2023,64.29
06/09/2023,64.637
07/09/2023,64.233
08/09/2023,64.335
11/09/2023,63.343
12/09/2023,64.292
13/09/2023,63.414
14/09/2023,62.29
15/09/2023,63.009
18/09/2023,63.101
19/09/2023,63.203
20/09/2023,70.27
21/09/2023,72.785
22/09/2023,72.541
25/09/2023,73.015
26/09/2023,74.485
27/09/2023,73.945
28/09/2023,72.975
29/09/2023,73.927
02/10/2023,74.704
03/10/2023,77.957
04/10/2023,76.921
05/10/2023,78.359
06/10/2023,75.28
10/10/2023,74.343
11/10/2023,73.548
12/10/2023,74.841
13/10/2023,76.88
16/10/2023,74.674
17/10/2023,75.404
18/10/2023,78.155
19/10/2023,81.56
20/10/2023,81.326
23/10/2023,79.128
24/10/2023,77.342
25/10/2023,80.87
26/10/2023,80.911
27/10/2023,81.732
30/10/2023,81.22
31/10/2023,79.509
01/11/2023,75.937
02/11/2023,72.164
03/11/2023,69.978
06/11/2023,71.31
07/11/2023,69.636
08/11/2023,69.478
09/11/2023,70.445
10/11/2023,68.019
13/11/2023,67.418
14/11/2023,64.698
15/11/2023,65.376
16/11/2023,65.329
17/11/2023,64.4
20/11/2023,63.733
21/11/2023,63.88
22/11/2023,62.611
24/11/2023,63.178
27/11/2023,63.791
28/11/2023,63.058
29/11/2023,62.995
30/11/2023,62.413
01/12/2023,61.214
04/12/2023,62.17
05/12/2023,62.76
06/12/2023,62.989
07/12/2023,62.378
08/12/2023,61.55
11/12/2023,61.393
12/12/2023,59.842
13/12/2023,55.554
14/12/2023,56.704
15/12/2023,57.504
18/12/2023,57.833
19/12/2023,56.898
20/12/2023,58.685
21/12/2023,55.422
22/12/2023,56.127
26/12/2023,55.838
27/12/2023,55.242
28/12/2023,55.881
29/12/2023,56.696
02/01/2024,58.46
03/01/2024,60.56
04/01/2024,59.971
05/01/2024,59.397
08/01/2024,56.908
09/01/2024,56.524
10/01/2024,55.248
11/01/2024,54.491
12/01/2024,54.757
16/01/2024,56.026
17/01/2024,56.69
18/01/2024,55.351
19/01/2024,54.689
22/01/2024,55.165
23/01/2024,55.307
24/01/2024,55.753
25/01/2024,54.598
26/01/2024,54.419
29/01/2024,53.944
30/01/2024,54.318
31/01/2024,56.614
01/02/2024,55.079
02/02/2024,54.609
05/02/2024,55.323
06/02/2024,55.659
07/02/2024,55.557
08/02/2024,55.243
09/02/2024,54.136
12/02/2024,53.619
13/02/2024,55.056
14/02/2024,54.015
15/02/2024,52.343
16/02/2024,53.184
20/02/2024,52.981
21/02/2024,52.524
22/02/2024,50.878
23/02/2024,51.569
26/02/2024,52.48
27/02/2024,51.865
28/02/2024,53.066
29/02/2024,52.413
01/03/2024,51.499
04/03/2024,51.154
05/03/2024,51.725
06/03/2024,50.607
07/03/2024,50.074
08/03/2024,49.641
11/03/2024,49.541
12/03/2024,48.434
13/03/2024,48.087
14/03/2024,49.3
15/03/2024,49.988
18/03/2024,49.047
19/03/2024,48.22
20/03/2024,51.363
21/03/2024,50.911
22/03/2024,52.34
25/03/2024,52.515
26/03/2024,53.246
27/03/2024,51.302
28/03/2024,51.489
01/04/2024,52.031
02/04/2024,52.721
03/04/2024,52.017
04/04/2024,53.756
05/04/2024,52.536
08/04/2024,51.194
09/04/2024,50.886
10/04/2024,53.03
11/04/2024,52.78
12/04/2024,54.559
15/04/2024,57.47
16/04/2024,57.891
17/04/2024,57.877
18/04/2024,57.432
19/04/2024,56.815
22/04/2024,54.21
23/04/2024,52.395
24/04/2024,53.418
25/04/2024,53.502
26/04/2024,51.904
29/04/2024,51.831
30/04/2024,53.829
01/05/2024,53.026
02/05/2024,51.528
03/05/2024,50.513
06/05/2024,50.181
07/05/2024,50.213
08/05/2024,50.375
09/05/2024,50.178
10/05/2024,50.617
13/05/2024,50.929
14/05/2024,50.37
15/05/2024,49.008
16/05/2024,49.4
17/05/2024,48.802
20/05/2024,48.601
21/05/2024,48.902
22/05/2024,49.684
23/05/2024,50.463
24/05/2024,49.225
28/05/2024,49.898
29/05/2024,50.79
30/05/2024,50.657
31/05/2024,49.845
03/06/2024,49.503
04/06/2024,50.679
05/06/2024,49.894
06/06/2024,50.326
07/06/2024,50.013
10/06/2024,50.107
11/06/2024,50.566
12/06/2024,49.321
13/06/2024,51.197
14/06/2024,53.828
17/06/2024,53.032
18/06/2024,52.18
20/06/2024,53.369
21/06/2024,53.196
24/06/2024,53.275
25/06/2024,53.985
26/06/2024,54.357
27/06/2024,53.451
28/06/2024,53.452
01/07/2024,52.388
02/07/2024,50.733
03/07/2024,50.034
05/07/2024,49.797
08/07/2024,49.008
09/07/2024,49.423
10/07/2024,48.979
11/07/2024,48.64
12/07/2024,48.2
15/07/2024,48.523
16/07/2024,48.028
17/07/2024,49.121
18/07/2024,50.494
19/07/2024,50.83
22/07/2024,49.243
23/07/2024,49.604
24/07/2024,51.618
25/07/2024,52.348
26/07/2024,51.048
29/07/2024,51.778
30/07/2024,52.52
31/07/2024,51.809
01/08/2024,54.609
02/08/2024,58.268
05/08/2024,60.777
06/08/2024,60.375
07/08/2024,61.12
08/08/2024,57.793
09/08/2024,57.718
12/08/2024,59.51
13/08/2024,57.63
14/08/2024,55.24
15/08/2024,52.186
16/08/2024,50.979
19/08/2024,50.79
20/08/2024,51.213
21/08/2024,50.548
22/08/2024,51.198
23/08/2024,49.208
26/08/2024,49.464
27/08/2024,49.238
28/08/2024,49.9
29/08/2024,49.63
30/08/2024,49.259
03/09/2024,52.108
04/09/2024,51.969
05/09/2024,51.75
06/09/2024,54.02
09/09/2024,51.645
10/09/2024,53.036
11/09/2024,51.824
12/09/2024,50.888
13/09/2024,49.823
16/09/2024,49.299
17/09/2024,49.53
18/09/2024,49.162
19/09/2024,47.691
20/09/2024,52.23
23/09/2024,52.986
24/09/2024,52.561
25/09/2024,53.178
26/09/2024,52.31
27/09/2024,52.571
30/09/2024,52.705
01/10/2024,54.341
02/10/2024,53.348
03/10/2024,54.074
04/10/2024,52.783
07/10/2024,53.818
08/10/2024,52.834
09/10/2024,52.283
10/10/2024,52.224
11/10/2024,51.725
15/10/2024,51.617
16/10/2024,51.209
17/10/2024,51.598
18/10/2024,51.194
21/10/2024,51.959
22/10/2024,52.358
23/10/2024,53.28
24/10/2024,52.544
25/10/2024,52.87
28/10/2024,51.965
29/10/2024,52.21
30/10/2024,52.84
31/10/2024,53.85
01/11/2024,53.016
04/11/2024,53.82
05/11/2024,51.907
06/11/2024,48.894
07/11/2024,48.035
08/11/2024,47.214
12/11/2024,48.061
13/11/2024,48.364
14/11/2024,48.986
15/11/2024,49.438
18/11/2024,49.039
19/11/2024,48.929
20/11/2024,48.993
21/11/2024,48.882
22/11/2024,48.59
25/11/2024,48.028
26/11/2024,48.206
27/11/2024,48.156
29/11/2024,47.611
02/12/2024,47.263
03/12/2024,47.445
04/12/2024,47.592
05/12/2024,47.288
06/12/2024,47.073
09/12/2024,47.459
10/12/2024,47.339
11/12/2024,46.859
12/12/2024,47.567
13/12/2024,47.812
16/12/2024,47.516
17/12/2024,47.77
18/12/2024,50.423
19/12/2024,51.405
20/12/2024,49.293
23/12/2024,49.613
24/12/2024,48.688
26/12/2024,48.255
27/12/2024,49.258
30/12/2024,50.205
31/12/2024,49.843
02/01/2025,49.325
03/01/2025,48.655
06/01/2025,48.476
07/01/2025,49.466
08/01/2025,50.114
09/01/2025,50.356
10/01/2025,51.501
13/01/2025,51.789
14/01/2025,50.749
15/01/2025,48.718
16/01/2025,49.348
17/01/2025,48.863
21/01/2025,47.503
22/01/2025,48.248
23/01/2025,47.734
24/01/2025,48.073
27/01/2025,48.757
28/01/2025,48.187
29/01/2025,48.36
30/01/2025,48.139
31/01/2025,48.656
03/02/2025,48.738
04/02/2025,48.077
05/02/2025,47.87
06/02/2025,47.99
07/02/2025,48.529
10/02/2025,47.946
11/02/2025,47.95
12/02/2025,47.58
13/02/2025,46.86
14/02/2025,46.748
18/02/2025,46.583
19/02/2025,46.64
20/02/2025,46.754
21/02/2025,48.47
24/02/2025,48.748
25/02/2025,48.609
26/02/2025,48.692
27/02/2025,50.022
28/02/2025,49.2
03/03/2025,50.275
04/03/2025,49.684
05/03/2025,49.834
06/03/2025,51.926
07/03/2025,51.482
10/03/2025,54.557
11/03/2025,55.529
12/03/2025,55.495
13/03/2025,57.332
14/03/2025,55.127
17/03/2025,53.946
18/03/2025,54.275
19/03/2025,52.52
20/03/2025,58.239
21/03/2025,59.545
24/03/2025,57.165
25/03/2025,56.862
26/03/2025,58.052
27/03/2025,59.165
28/03/2025,61.175
31/03/2025,61.451
01/04/2025,60.785
02/04/2025,59.695
03/04/2025,67.153
04/04/2025,72.201
07/04/2025,76.52
08/04/2025,81.052
09/04/2025,67.982
10/04/2025,74.8
11/04/2025,72.978
14/04/2025,70.99
15/04/2025,69.824
16/04/2025,71.758
17/04/2025,70.019
21/04/2025,73.755
22/04/2025,72.265
23/04/2025,68.808
24/04/2025,66.419
25/04/2025,66.417
28/04/2025,67.295
29/04/2025,66.99
30/04/2025,67.118
01/05/2025,67.49
02/05/2025,64.328
05/05/2025,63.693
06/05/2025,64.764
07/05/2025,63.414
08/05/2025,61.368
09/05/2025,61.858
12/05/2025,55.483
13/05/2025,54.078
14/05/2025,55.75
15/05/2025,54.994
16/05/2025,54.708
19/05/2025,54.98
20/05/2025,55.292
21/05/2025,58.441
22/05/2025,57.939
23/05/2025,59.526
27/05/2025,55.708
28/05/2025,56.082
29/05/2025,56.131
30/05/2025,56.16
02/06/2025,55.341
03/06/2025,54.959
04/06/2025,55.16
05/06/2025,55.661
06/06/2025,54.006
09/06/2025,53.913
10/06/2025,53.087
11/06/2025,53.267
12/06/2025,53.846
13/06/2025,55.892
16/06/2025,54.284
17/06/2025,56.819
18/06/2025,56.101
20/06/2025,56.013
23/06/2025,54.692
24/06/2025,52.799
25/06/2025,53.402
26/06/2025,52.492
27/06/2025,51.991
30/06/2025,51.058
01/07/2025,50.559
02/07/2025,50.178
03/07/2025,49.305
07/07/2025,50.89
08/07/2025,51.234
09/07/2025,50.05
10/07/2025,49.847
11/07/2025,50.536
14/07/2025,50.943
15/07/2025,52.14
16/07/2025,51.95
17/07/2025,50.658
18/07/2025,50.805
21/07/2025,50.99
22/07/2025,51.105
23/07/2025,50.115
24/07/2025,50.139
25/07/2025,50.044
28/07/2025,50.25
29/07/2025,50.934
30/07/2025,50.837
31/07/2025,51.339
01/08/2025,53.94
04/08/2025,51.886
05/08/2025,52.519
06/08/2025,52.03
07/08/2025,51.977
08/08/2025,51.044
11/08/2025,51.492
12/08/2025,50.104
13/08/2025,49.718
14/08/2025,49.961
15/08/2025,50.036
18/08/2025,50.035
19/08/2025,50.388
20/08/2025,50.752
21/08/2025,51.588
22/08/2025,49.065
25/08/2025,49.644
26/08/2025,49.65
27/08/2025,50.3
28/08/2025,50.12
29/08/2025,50.958
02/09/2025,51.023
03/09/2025,50.9
04/09/2025,49.542
05/09/2025,49.9
08/09/2025,49.997
09/09/2025,49.539
10/09/2025,48.988
11/09/2025,47.709
12/09/2025,47.849
15/09/2025,46.994
16/09/2025,47.453
17/09/2025,47.76
18/09/2025,46.95
19/09/2025,47.262
22/09/2025,51.721
23/09/2025,52.152
24/09/2025,52.631
25/09/2025,53.495
26/09/2025,52.826
29/09/2025,52.215
30/09/2025,52.07
01/10/2025,52.098
02/10/2025,51.646
03/10/2025,51.489
06/10/2025,50.904
07/10/2025,51.425
08/10/2025,51.866
09/10/2025,52.597
10/10/2025,56.702
14/10/2025,53.369
15/10/2025,52.788
16/10/2025,54.866
17/10/2025,53.644
20/10/2025,52.158
21/10/2025,52.853
22/10/2025,53.048
23/10/2025,52.078
24/10/2025,51.531
27/10/2025,50.222
28/10/2025,50.74
29/10/2025,51.083
30/10/2025,51.795
31/10/2025,52.591
03/11/2025,53.279
04/11/2025,53.834
05/11/2025,52.686
06/11/2025,53.54
07/11/2025,53.485
10/11/2025,51.818
12/11/2025,52.177
13/11/2025,53.645
14/11/2025,53.384
17/11/2025,54.398
18/11/2025,55.278
19/11/2025,53.875
20/11/2025,55.983
21/11/2025,54.508
24/11/2025,53.037
25/11/2025,52.437
26/11/2025,51.748
28/11/2025,51.121
01/12/2025,51.267
02/12/2025,51.045
03/12/2025,51.025
04/12/2025,50.783
