DATE,AGG,BNB-USD,BTC-USD,DBC,DOGE-USD,ETH-USD,GLD,IEF,SHIB-USD,SOL-USD,TLT,URTH,VNQ,XRP-USD,^IRX,^RUT,^SPX,^VIX,PUT,Mkt-RF,SMB,HML,RF,CDX.NA.IG
2017-01-03,84.48724365234375,,1043.8399658203125,13.676403999328613,,,110.47000122070312,85.8527603149414,,,93.88226318359375,63.29507064819336,58.91454315185547,,0.4749999940395355,1365.489990234375,2257.830078125,12.850000381469727,1677.94,0.83,-0.12,0.06,0.0,65.669
2017-01-04,84.51066589355469,,1154.72998046875,13.781270980834961,,,110.86000061035156,85.95111846923828,,,94.24325561523438,63.83570098876953,59.775508880615234,,0.5180000066757202,1387.949951171875,2270.75,11.850000381469727,1684.1,0.79,0.95,-0.15,0.0,63.476
2017-01-05,84.86212921142578,,1013.3800048828125,13.85118293762207,,,112.58000183105469,86.50830078125,,,95.71849060058594,64.05021667480469,59.967613220214844,,0.5080000162124634,1371.93994140625,2269.0,11.670000076293945,1684.53,-0.21,-0.88,-0.78,0.0,63.743
2017-01-06,84.58092498779297,,902.2009887695312,13.83370590209961,,,111.75,86.11493682861328,,,94.83961486816406,64.17892456054688,59.9747200012207,,0.503000020980835,1367.280029296875,2276.97998046875,11.319999694824219,1687.89,0.29,-0.66,-0.31,0.0,64.47
2017-01-09,84.72154235839844,,902.8280029296875,13.623970985412598,,,112.66999816894531,86.44273376464844,,,95.60079956054688,63.86143493652344,59.43396759033203,,0.48500001430511475,1357.489990234375,2268.89990234375,11.5600004196167,1687.42,-0.37,-0.3,-1.03,0.0,65.451
2017-01-10,84.69813537597656,,907.6790161132812,13.562799453735352,,,113.1500015258789,86.4017562866211,,,95.53800201416016,63.9558219909668,58.928794860839844,,0.503000020980835,1370.9000244140625,2268.89990234375,11.489999771118164,1688.3,0.16,0.88,0.43,0.0,66.075
2017-01-11,84.79966735839844,,777.7570190429688,13.711359977722168,,,113.5,86.50009155273438,,,95.85975646972656,63.99873352050781,58.565895080566406,,0.49799999594688416,1373.300048828125,2275.320068359375,11.260000228881836,1690.34,0.31,-0.23,0.68,0.0,65.942
2017-01-12,84.83090209960938,,804.833984375,13.91235637664795,,,113.91000366210938,86.54925537109375,,,95.64784240722656,64.12744903564453,58.86475372314453,,0.503000020980835,1361.0699462890625,2270.43994140625,11.539999961853027,1689.91,-0.3,-0.58,-0.86,0.0,66.328
2017-01-13,84.6824951171875,,823.9840087890625,13.886138916015625,,,114.20999908447266,86.36077117919922,,,95.1927261352539,64.30766296386719,58.77936935424805,,0.5130000114440918,1372.050048828125,2274.639892578125,11.229999542236328,1692.18,0.29,0.61,-0.09,0.0,65.82
2017-01-17,84.97148132324219,,907.93798828125,13.877400398254395,,,115.8499984741211,86.79508209228516,,,96.18930053710938,64.12744903564453,59.23476028442383,,0.5130000114440918,1352.3199462890625,2267.889892578125,11.869999885559082,1691.44,-0.49,-0.85,-0.64,0.0,66.428
2017-01-18,84.60437774658203,,886.6179809570312,13.755054473876953,,,114.87000274658203,86.18047332763672,,,94.95732879638672,63.964420318603516,59.33435821533203,,0.5149999856948853,1358.56005859375,2271.889892578125,12.479999542236328,1693.16,0.24,0.18,0.23,0.0,65.719
2017-01-19,84.38568115234375,,899.072998046875,13.711359977722168,,,114.7699966430664,85.8527603149414,,,94.30604553222656,63.90434646606445,58.729557037353516,,0.503000020980835,1345.739990234375,2263.68994140625,12.779999732971191,1692.26,-0.38,-0.5,-0.06,0.0,66.095
2017-01-20,84.41697692871094,,895.0260009765625,13.868659973144531,,,115.05000305175781,85.8936996459961,,,94.11769104003906,64.05021667480469,59.15647506713867,,0.47999998927116394,1351.8499755859375,2271.31005859375,11.539999961853027,1695.47,0.33,0.05,0.22,0.0,65.879
2017-01-23,84.6512451171875,,921.0120239257812,13.868659973144531,,,115.79000091552734,86.34442138671875,,,95.05935668945312,64.06739807128906,59.65454864501953,,0.4729999899864197,1347.8399658203125,2265.199951171875,11.770000457763672,1693.94,-0.29,-0.04,-0.33,0.0,66.447
2017-01-24,84.51844787597656,,892.68701171875,13.903615951538086,,,115.2699966430664,86.01663208007812,,,94.40804290771484,64.4449462890625,59.66877746582031,,0.49300000071525574,1369.2099609375,2280.070068359375,11.069999694824219,1699.66,0.82,0.71,0.81,0.0,65.415
2017-01-25,84.29196166992188,,901.5419921875,13.816226959228516,,,114.31999969482422,85.59053039550781,,,93.22312927246094,64.93408203125,59.27743148803711,,0.4830000102519989,1382.43994140625,2298.3701171875,10.8100004196167,1704.29,0.84,0.17,0.43,0.0,63.809
2017-01-26,84.3466567993164,,917.5859985351562,13.877400398254395,,,113.26000213623047,85.70526123046875,,,93.53697967529297,64.89117431640625,59.16360092163086,,0.4880000054836273,1375.5999755859375,2296.679931640625,10.630000114440918,1704.42,-0.1,-0.62,0.4,0.0,63.988
2017-01-27,84.41697692871094,,919.75,13.763792991638184,,,113.48999786376953,85.81180572509766,,,93.87442016601562,64.83968353271484,58.58723068237305,,0.49799999594688416,1370.699951171875,2294.68994140625,10.579999923706055,1704.67,-0.12,-0.01,-0.68,0.0,64.157
2017-01-30,84.37784576416016,,920.3820190429688,13.68514347076416,,,113.97000122070312,85.78717041015625,,,93.5919418334961,64.4192123413086,58.18878936767578,,0.4950000047683716,1352.3299560546875,2280.89990234375,11.880000114440918,1700.69,-0.68,-0.72,-0.46,0.0,65.788
2017-01-31,84.58092498779297,,970.4030151367188,13.763792991638184,,,115.55000305175781,86.0821762084961,,,94.24325561523438,64.45354461669922,58.60861587524414,,0.5,1361.8199462890625,2278.8701171875,11.989999771118164,1701.01,0.0,0.87,-0.55,0.0,66.26
2017-02-01,84.46199035644531,,989.0230102539062,13.91235637664795,,,115.19999694824219,85.917236328125,,,93.6604995727539,64.56507873535156,57.90416717529297,,0.5,1361.22998046875,2279.550048828125,11.8100004196167,1702.01,0.03,-0.08,0.04,0.0,65.83
2017-02-02,84.50898742675781,,1011.7999877929688,13.91235637664795,,,115.83999633789062,85.95005798339844,,,93.62116241455078,64.5822525024414,58.5943717956543,,0.4880000054836273,1357.4300537109375,2280.85009765625,11.930000305175781,1702.83,-0.02,-0.23,-0.29,0.0,65.548
2017-02-03,84.53246307373047,,1029.9100341796875,13.903615951538086,,,116.12999725341797,86.01573181152344,,,93.58186340332031,64.86542510986328,58.91454315185547,,0.4880000054836273,1377.8399658203125,2297.419921875,10.970000267028809,1708.13,0.82,0.51,0.74,0.0,63.605
2017-02-06,84.77506256103516,,1038.1500244140625,13.816226959228516,,,117.69999694824219,86.4260482788086,,,94.1480712890625,64.71955871582031,58.81493377685547,,0.503000020980835,1366.6600341796875,2292.56005859375,11.369999885559082,1708.11,-0.27,-0.62,-0.16,0.0,64.757
2017-02-07,84.86112976074219,,1061.3499755859375,13.755054473876953,,,117.45999908447266,86.58199310302734,,,94.84011840820312,64.69380950927734,58.60861587524414,,0.5249999761581421,1361.06005859375,2293.080078125,11.289999961853027,1708.89,0.0,-0.3,-0.51,0.0,65.54
2017-02-08,85.10379791259766,,1063.0699462890625,13.807487487792969,,,118.19000244140625,86.93482971191406,,,96.12981414794922,64.80536651611328,59.07109069824219,,0.5249999761581421,1358.739990234375,2294.669921875,11.449999809265137,1709.85,0.07,-0.24,-0.59,0.0,66.861
2017-02-09,84.9002456665039,,994.3829956054688,13.877400398254395,,,117.29000091552734,86.41783142089844,,,95.0209732055664,65.04564666748047,59.213401794433594,,0.527999997138977,1378.530029296875,2307.8701171875,10.880000114440918,1711.64,0.71,0.68,0.08,0.0,64.712
2017-02-10,84.88459014892578,,988.6740112304688,14.025959968566895,,,117.5999984741211,86.36038208007812,,,94.9659423828125,65.20867919921875,59.633182525634766,,0.5230000019073486,1388.8399658203125,2316.10009765625,10.850000381469727,1712.19,0.37,0.39,0.17,0.0,64.482
2017-02-13,84.75942993164062,,990.6420288085938,13.868659973144531,,,116.80000305175781,86.22909545898438,,,94.66707611083984,65.52618408203125,59.65454864501953,,0.5230000019073486,1392.3800048828125,2328.25,11.069999694824219,1712.46,0.49,-0.32,0.34,0.0,63.268
2017-02-14,84.57156372070312,,1004.5499877929688,13.886138916015625,,,116.93000030517578,85.917236328125,,,93.98294067382812,65.75787353515625,59.341468811035156,,0.5350000262260437,1396.6500244140625,2337.580078125,10.739999771118164,1712.69,0.45,-0.24,0.35,0.0,62.8
2017-02-15,84.43853759765625,,1007.47998046875,13.903615951538086,,,117.44999694824219,85.75310516357422,,,93.55040740966797,65.88660430908203,59.14224624633789,,0.5199999809265137,1404.2099609375,2349.25,11.970000267028809,1712.78,0.53,0.18,-0.42,0.0,62.979
2017-02-16,84.6185302734375,,1027.43994140625,13.816226959228516,,,118.08000183105469,86.09779357910156,,,94.06158447265625,66.0496597290039,59.49089813232422,,0.5080000162124634,1399.1300048828125,2347.219970703125,11.760000228881836,1713.01,-0.16,-0.22,0.0,0.0,63.691
2017-02-17,84.80635833740234,,1046.2099609375,13.790009498596191,,,117.68000030517578,86.32756805419922,,,94.61991882324219,65.9809799194336,59.60472106933594,,0.5080000162124634,1399.8599853515625,2351.159912109375,11.489999771118164,1716.28,0.2,0.0,-0.54,0.0,63.517
2017-02-21,84.7985610961914,,1115.300048828125,13.772533416748047,,,117.75,86.28656768798828,,,94.45478820800781,66.24699401855469,60.36608123779297,,0.5049999952316284,1410.3399658203125,2365.3798828125,11.569999694824219,1720.26,0.6,-0.01,0.13,0.0,62.57
2017-02-22,84.85330200195312,,1117.43994140625,13.702621459960938,,,117.91000366210938,86.4260482788086,,,94.61207580566406,66.30707550048828,60.16683578491211,,0.5099999904632568,1403.8599853515625,2362.820068359375,11.739999771118164,1719.84,-0.15,-0.37,0.1,0.0,62.583
2017-02-23,84.99414825439453,,1166.719970703125,13.746315002441406,,,118.94000244140625,86.65583038330078,,,94.89517211914062,66.24699401855469,60.47990036010742,,0.49799999594688416,1394.6199951171875,2363.81005859375,11.710000038146973,1720.53,-0.12,-0.66,0.24,0.0,62.33
2017-02-24,85.30724334716797,,1173.6800537109375,13.720099449157715,,,119.69999694824219,87.05801391601562,,,95.9489517211914,66.24699401855469,60.76454162597656,,0.49799999594688416,1394.52001953125,2367.340087890625,11.470000267028809,1721.96,0.15,0.03,-0.96,0.0,62.558
2017-02-27,85.1507339477539,,1179.969970703125,13.68514347076416,,,119.12000274658203,86.74610137939453,,,95.38272094726562,66.28990173339844,61.08473587036133,,0.49000000953674316,1407.969970703125,2369.75,12.09000015258789,1722.7,0.21,0.83,-0.34,0.0,62.268
2017-02-28,85.12724304199219,,1179.969970703125,13.737576484680176,,,119.2300033569336,86.70508575439453,,,95.73661041259766,66.14403533935547,60.664920806884766,,0.5230000019073486,1386.6800537109375,2363.639892578125,12.920000076293945,1721.06,-0.42,-1.37,0.14,0.0,62.577
2017-03-01,84.72727966308594,,1222.5,13.798748970031738,,,119.05999755859375,86.10104370117188,,,94.13237762451172,66.84768676757812,60.47990036010742,,0.6150000095367432,1413.6400146484375,2395.9599609375,12.539999961853027,1726.9,1.47,0.42,0.77,0.0,60.146
2017-03-02,84.57044982910156,,1251.010009765625,13.580276489257812,,,117.58000183105469,85.8544921875,,,93.7936019897461,66.41865539550781,60.15261459350586,,0.6449999809265137,1395.6700439453125,2381.919921875,11.8100004196167,1726.44,-0.69,-0.52,-0.9,0.0,60.373
2017-03-03,84.6332015991211,,1274.989990234375,13.650186538696289,,,117.51000213623047,85.9366683959961,,,94.03789520263672,66.64176940917969,59.91781234741211,,0.6830000281333923,1394.1300048828125,2383.1201171875,10.960000038146973,1728.02,0.08,-0.22,0.14,0.0,59.841
2017-03-06,84.5939712524414,,1272.8299560546875,13.632710456848145,,,116.72000122070312,85.9202651977539,,,93.5887680053711,66.42720794677734,59.64744186401367,,0.7049999833106995,1384.25,2375.31005859375,11.239999771118164,1728.09,-0.37,-0.35,-0.08,0.0,60.6
2017-03-07,84.48418426513672,,1223.5400390625,13.571537017822266,,,115.77999877929688,85.7969970703125,,,93.30513000488281,66.21269226074219,59.36281967163086,,0.7350000143051147,1374.8800048828125,2368.389892578125,11.449999809265137,1727.23,-0.35,-0.29,-0.07,0.0,62.524
2017-03-08,84.28031921386719,,1150.0,13.265676498413086,,,115.05999755859375,85.50935363769531,,,92.80084991455078,66.00672912597656,58.26706314086914,,0.7080000042915344,1366.0400390625,2362.97998046875,11.859999656677246,1726.81,-0.19,-0.12,-0.83,0.0,63.894
2017-03-09,84.02149963378906,,1188.489990234375,13.152070045471191,,,114.47000122070312,85.2710189819336,,,92.06016540527344,66.08396911621094,57.391883850097656,,0.7129999995231628,1360.1199951171875,2364.8701171875,12.300000190734863,1726.76,0.05,-0.47,-0.23,0.0,64.469
