Series,CAGR,AnnVol,Sharpe,Sortino,MaxDD,Calmar,WinRate,Skew,Kurt
BTC_SOL_ETH,0.3774416178494342,0.7146680701890413,0.7635998095992744,1.1046837826413405,-0.8477887915412539,0.4452071336815588,0.5175131348511384,-0.3246339721227253,3.964575523058571
MarketCap_All,0.20309869584857942,0.5873804568391122,0.5540820641445712,0.7901976256326161,-0.7604070136253336,0.2670920864870532,0.5096322241681261,-0.31940380896184356,4.111710236845587
