,^SPX,^RUT,URTH,AGG,IEF,TLT,VNQ,GLD,DBC,PUT,^VIX,^IRX,CDX.NA.IG
2023-08-02,-0.15493288612409747,-0.11094454172432082,0.5502759455698347,1.2719748606949144,-1.01214514967382,-0.09870608553107037,-0.21162421814634885,0.24026033132322336,-0.14145520196324096,0.25095477113153924,0.01406874879703056,0.3755246945608532,0.026748731085503165
2023-08-03,-0.05636079166094095,-0.10954314678840928,0.34115129483669365,1.4272589221830114,-0.9019776771712106,-0.20621134052741774,-0.1650132581308414,0.18873999050214232,-0.10561302122845277,0.22219273055173708,0.01354066530140252,0.3381736170255998,0.013662015106685809
2023-08-04,0.0056170156251456795,-0.09461166690707802,0.2596119314724026,1.3854757003259355,-0.8410821053426814,-0.23501298419025518,-0.17370533675979621,0.19868651279886554,-0.09831804676931093,0.21927902181118708,0.011915867137225344,0.347944440495544,0.014199650302815852
2023-08-07,-0.13656162797909754,-0.07713694733741124,0.33753549000209276,1.3295740713986297,-0.7140102851917545,-0.2523136019083883,-0.14922640103973916,0.14726216691614388,-0.07598314859580658,0.24755202116076952,0.0168621876320848,0.3129211103167802,0.013524964625696599
2023-08-08,-0.07763134857900801,-0.0944355674742796,0.26103017658802785,1.496645242429947,-0.8382957181120504,-0.2373746024564015,-0.12337337557144977,0.10552563441840934,-0.05172567869199594,0.2375230744256624,0.01445991073388904,0.2908299402978987,0.016822311991350876
2023-08-09,-0.07080994486085725,-0.11513578551702898,0.2893968491985229,1.3761635316634289,-0.7021820673735835,-0.23059151204827963,-0.1303591645147974,0.07936882492195778,-0.043560710052863036,0.2284902846013016,0.013851102319715102,0.2884900082978735,0.016878583364610275
2023-08-10,-0.11899591663734749,-0.1542252972579356,0.37873200409317703,1.4401661831657386,-0.7108697633711953,-0.2510984766222345,-0.13037607486955355,0.05698765478040293,-0.04344517929497456,0.21611495997278532,0.013541157158892472,0.29153110620544986,0.011937642676794862
2023-08-11,-0.1737092405080631,-0.16381310261238016,0.4701964611886447,1.422559399047155,-0.688622721140931,-0.2698225796475112,-0.145332083267126,0.06042267973860753,-0.056924602988502375,0.21997772324165582,0.014904347651341781,0.30111312720418537,0.009050592092923594
2023-08-14,-0.09790227080748141,-0.1643956079220633,0.3247123463446296,1.389478634777265,-0.8307369135179236,-0.1977467128646545,-0.12731328544289475,0.11388387288695134,-0.05995512391120953,0.3038000302609063,0.012503581248319148,0.3149935457066233,0.018677903241532304
2023-08-15,-0.01991481524896087,-0.18971796655484197,0.26072349600275807,1.377893350132094,-0.8913907031076267,-0.15305796915505088,-0.1333696478880876,0.13378884527394236,-0.07553642576516005,0.3276952796509826,0.011736538472260511,0.337216558790349,0.0139334593973415
2023-08-16,-0.11150362819804405,-0.1927323392117183,0.3545941860493424,1.3025459174734284,-0.8021030564626616,-0.17076515839587053,-0.13383124035371505,0.11018369490155909,-0.07379533390000528,0.35326257812263934,0.014997635366118051,0.33165141669769954,0.01749532791122785
2023-08-17,-0.1232817456637261,-0.19969418060239738,0.3577425573918285,1.4906042888364412,-1.0038879805044585,-0.15433116437617544,-0.1342315923160843,0.13638444800685717,-0.06971731454341895,0.34027411664989843,0.014090598629791989,0.32872109325918275,0.01732687523226067
2023-08-18,-0.1310317157839432,-0.200753431732917,0.36202398053364176,1.5726018584104846,-1.0243858414273763,-0.17507347588108296,-0.13057294185524096,0.12523572136328331,-0.05995610962358427,0.3176051086616019,0.016425032115093812,0.3141825995659656,0.013699215654073544
2023-08-21,-0.10312962720258811,-0.17111039422630017,0.3371968455635385,1.6098701255732093,-0.9774045373513401,-0.20190474471861156,-0.14023080052878906,0.12562330998207188,-0.06224761994199871,0.23701027519815787,0.014013180170915948,0.3217829250225148,0.01053106245921944
2023-08-22,-0.17972159271359864,-0.21235230027962632,0.4897455157509509,1.558794601211964,-1.0052821813646449,-0.19330325492417327,-0.14507103415953207,0.1517282944044506,-0.08988846374439616,0.2508670294939163,0.01627101397456343,0.3468452278841588,0.01136714446596702
2023-08-23,-0.173918232850276,-0.2133985651169652,0.48786326882437675,1.6112136821744756,-1.0831084558694233,-0.17290625119403571,-0.15213431102253533,0.1760832142892943,-0.09796159222554811,0.2331189224869248,0.016406465477026344,0.3652266816440081,0.0035151733826777934
2023-08-24,-0.14464289680677564,-0.23317742806476285,0.4664636309811704,1.6584943565973445,-1.1018408428924287,-0.17107296781854303,-0.14866192848319737,0.19106617043127833,-0.11116871808127823,0.21976084408656218,0.011253941041180169,0.3681467113750254,-0.004620872365574694
2023-08-25,-0.1361348214038863,-0.22898633129996943,0.4161141455374411,1.6987138535334823,-1.154971176335553,-0.16312737825565374,-0.12513330879455425,0.1922193850053494,-0.10826015394343443,0.24266036029430593,0.012661610998244838,0.35535252774125725,-0.0011087130770296451
