,Mean Return,Ann. Vol,Sharpe,Sortino,Max DD,CVaR (5%)
Trad RP,0.02043856921356977,0.049506107749162205,0.412849447125353,0.5762609481295191,-0.07410183795318456,-0.00722175107529684
Crypto RP,0.8410990549140244,0.5402869496887206,1.556763596452983,2.421158255040692,-0.40551447636369353,-0.07014631601239227
