,BTC-USD,ETH-USD,BNB-USD,SOL-USD,XRP-USD,SHIB-USD,DOGE-USD
2023-08-02,2.835934772937806,-0.49795470247994256,-1.812106416358179,-0.6681866432352238,0.9530556289345143,-0.5313892783144389,0.7206466385154636
2023-08-03,2.5497193368505786,-0.02568290660912702,-1.7305747587342242,-0.7396224060825486,0.868476998747132,-0.5350592673963845,0.6127430032245738
2023-08-04,2.7013553579919587,-0.2042802271872361,-1.7522285336463952,-0.6838789812884027,0.8343806395078459,-0.5359803879335808,0.6406321325558103
2023-08-07,3.1986950948780972,-0.25005628750377284,-2.6678527724768495,-0.6691923024160931,0.9254277707956448,-0.30160323715785964,0.7645817338808333
2023-08-08,3.7451687315038993,-0.19444447734045894,-3.382116366338623,-0.6869636688601631,0.9741478028821198,-0.3060648869051272,0.850272865058353
2023-08-09,3.9928312653714864,-1.061210599316416,-3.1566142407955833,-0.5801157842668881,1.0040593598714995,0.006547518254943354,0.794502480880958
2023-08-10,4.575963170595902,-1.2314649992511997,-3.969067532216299,-0.6590956268608078,1.2141976969650026,0.06799733852734799,1.0014699522400543
2023-08-11,4.7688649905344,-0.9137833932184014,-4.558864281672129,-0.626981151321797,1.2413565978387961,0.009721386197927258,1.0796858516412036
2023-08-14,5.534891889619488,-2.0333603398942772,-4.603501505883545,-0.5903633507345238,1.3571440745649117,0.15466113803219336,1.1805280942957532
2023-08-15,5.365718072923576,-2.3051154913142504,-4.087961545062269,-0.5178622195217639,1.2964462267397399,0.162062869849931,1.0867120863850368
2023-08-16,5.711890400460363,-2.5184838546198653,-3.992445083272896,-0.6608236698851048,1.3442727806617376,0.05434072831555465,1.061248698340211
2023-08-17,5.72096671506799,-1.7787313298424443,-3.88855401322455,-0.7354043408738047,1.3584900658030943,-0.6360517580960512,0.9592846611657658
2023-08-18,9.229381481635409,-2.0817624083162394,-6.606208750780307,-0.985969041362277,2.1227602143099182,-1.792416070021228,1.114214574534725
2023-08-21,9.234496032354134,-2.865521212636964,-7.232772661967923,-0.8850922220596135,2.1609594201453115,-0.8862256951425337,1.4741563393075894
2023-08-22,9.14036177993953,-3.287089682386571,-6.875717451654187,-0.7928908917699717,2.1804385926940726,-1.0132791682675166,1.648176821444643
2023-08-23,4.861135751862163,-1.2053258681802845,-3.4053287273088033,-0.5946241954820797,1.0693401976937713,-0.5375755836973269,0.8123784251125603
2023-08-24,6.88455368253074,-0.9416371088299333,-6.469588663012497,-0.5902582784926322,1.5667584420188065,-0.8275367673777507,1.377708693163267
2023-08-25,6.424652181759083,-1.4608981483160977,-5.329038807593871,-0.5860653390080509,1.4291086066722927,-0.6961467652937188,1.2183882717803622
2023-08-28,6.072496677019786,-1.4608486282682835,-4.887171900812544,-0.5987763193259048,1.3731382646232568,-0.6603590679381964,1.1615209747018855
2023-08-29,7.054591284296399,-1.9272802007515224,-5.485206447466663,-0.5711161821360468,1.524202966380683,-0.9709486454981614,1.3757572251753107
2023-08-30,4.1799148545387395,-0.6790850371133295,-3.1241149812625664,-0.4145308648311998,0.8169564231461723,-0.5400284878721563,0.7608880933943403
2023-08-31,4.850612921905513,-1.1668824494468593,-3.539776260754559,-0.4708575344598404,0.9297839692193878,-0.48913329091247415,0.8862526444488327
2023-09-01,5.294238958241885,-1.2462851402335031,-4.1394882106392155,-0.5185442987203023,1.0689428810190917,-0.5232167689765234,1.0643525793085677
2023-09-05,5.65816279459148,-1.6278415487264688,-4.292417937043536,-0.5233990146941094,1.1201726013952222,-0.5092328660523865,1.1745559705297992
2023-09-06,6.053335823837698,-2.140488530036702,-4.408085440821133,-0.3964598212688409,1.1875900144609859,-0.5150956127246055,1.2192035665525973
2023-09-07,5.634727529397191,-1.9458912943341737,-3.9737143223246956,-0.4402972916398434,1.092790526749614,-0.4860256247355314,1.118410476887439
2023-09-08,4.403356203111481,-1.925598022515179,-2.176586206071124,-0.3661231717780465,0.7090301232621198,-0.3743932085592494,0.7303142825499981
2023-09-11,5.6254821372998896,-2.5314827061416856,-3.1909170521434316,-0.4274870397410675,0.890055093167991,-0.3431678364875148,0.9775174040458192
2023-09-12,6.318147334225718,-2.8186935196273994,-3.465527571801908,-0.5535690842194356,0.9476928457785667,-0.5327726614908187,1.1047226571352764
2023-09-13,6.790068215273867,-2.773606721156148,-4.007727994651504,-0.6290954287211455,1.1075306375547982,-0.7641570538177316,1.2769883455178643
2023-09-14,6.448314529333412,-2.2457847446438133,-4.076082392947635,-0.7679656998721509,1.1619643273629545,-0.8343308780161878,1.3138848587834202
2023-09-15,4.72754268718211,-1.6254339830206874,-2.666692962969678,-0.4875662114676626,0.7303296291775614,-0.49589416894214844,0.8177150100405048
2023-09-18,4.823394854300443,-1.9976517262882378,-2.4329617253225053,-0.4406029567949235,0.7056609835813349,-0.43788426230712274,0.7800448328310117
2023-09-19,4.0183327227474885,-1.0449858873460611,-2.287674746638264,-0.47805311612229956,0.6398498183129078,-0.5187444591547655,0.671275668200994
2023-09-20,4.067384562215931,-0.7556435666953958,-2.5444633472790437,-0.4572462944972888,0.5857219171607889,-0.5681015654322146,0.6723482945272227
2023-09-21,3.9772129985740428,-0.5039079056446158,-2.7217049990677133,-0.4794042540751443,0.5115521302209932,-0.47050654794944197,0.6867585779418794
2023-09-22,3.8509816160418056,-0.27863649033316706,-2.6382581997019674,-0.4811259248337086,0.38793267057114267,-0.47253242349921737,0.6316387517551124
2023-09-25,3.351962879840983,0.3468349401882564,-2.7355097898676006,-0.5376705170329895,0.3804463508229831,-0.36469877963914554,0.5586349156875128
2023-09-26,4.043549392247657,0.5950580911931469,-3.5209268314412965,-0.5789897333442054,0.2784507505011312,-0.57351681648616,0.7563751473297265
2023-09-27,3.608886076918359,0.7593718436756266,-2.981954975960434,-0.6352571287654637,0.20242720916184875,-0.5051855593741489,0.551712534344213
2023-09-28,3.665237402797919,0.4241671981467848,-2.862573379070992,-0.6191662816306347,0.28337087261658184,-0.4765749371690566,0.585539124309398
2023-09-29,3.440379964791918,0.4507260915464429,-2.6677758549913086,-0.5500283742331504,0.2849948497273389,-0.49499778012400997,0.5367011032827693
2023-10-02,3.716645585813101,0.9763063382864039,-3.5321219463904674,-0.6174311067611516,0.35345334172211373,-0.5797798314166775,0.6829276187466776
2023-10-03,4.553384223217137,0.820856378097676,-4.360011973260383,-0.415083637371886,0.252911482916456,-0.6812878986647966,0.8292314250657965
2023-10-04,4.716938447315446,0.7560395599357402,-4.563256482873212,-0.3753034899963866,0.3437579337680891,-0.6806370808197431,0.8024611126700658
2023-10-05,4.878115527378054,0.6600889754840835,-4.732411428374259,-0.39034377712469953,0.39036804426627336,-0.6776294830205165,0.8718121413910643
2023-10-06,6.226808372402344,1.104428222244994,-6.409323569564287,-0.44843840872043533,0.4995966351815438,-1.0433848262440473,1.0703135746998875
2023-10-09,5.437295676645192,0.8893992271728264,-5.465528412582855,-0.397660414168167,0.3682354813719021,-0.7204911127092459,0.8887495542703472
2023-10-10,5.760828936775918,0.10756323508845003,-5.093092664441265,-0.3687151075757131,0.33785879590789214,-0.6120676856158463,0.8676244898605642
2023-10-11,5.258275963558259,-0.027490182675429915,-4.291375695961357,-0.3369761271459894,0.1969013596811006,-0.5843572356199694,0.7850219181633864
2023-10-12,4.6624342439069215,0.31096926263578556,-4.099971122371248,-0.3515279364624095,0.1825720564713721,-0.43522168001964845,0.7307451758392264
2023-10-13,4.780277521608974,0.15097124158423825,-4.1004292783192815,-0.3294079590734988,0.20948831535309864,-0.4137207789747311,0.7028209378212013
2023-10-16,4.829743732689975,0.03429539573398057,-4.086475677273343,-0.3026509438928414,0.21046358574782142,-0.4217162921512714,0.7363401991456789
2023-10-17,4.556652495448199,-0.20295853633633676,-3.5796994774800415,-0.18345187812452532,0.18691513682480856,-0.43653732341108376,0.6590795830789802
2023-10-18,4.960427993901175,-0.8328460379600113,-3.5050890733828677,-0.10852503989087489,0.17873028809976427,-0.393314105930449,0.7006159751632647
2023-10-19,5.249886398246292,-0.9530153439852073,-3.758965507751019,-0.16119794349643132,0.2446626938870994,-0.35292755419288685,0.731557257292152
2023-10-20,5.305134053676049,-1.1479571981144134,-3.7628689388262435,-0.05424296887911783,0.3207002252787252,-0.37100102767936366,0.7102358545443642
2023-10-23,5.41633358506508,-1.1040158019284165,-3.9832630167373573,0.06706577981144918,0.294896054536548,-0.4315204802342712,0.740503879486968
2023-10-24,4.770289332874779,-1.0556973476788842,-3.2171878762702955,0.10424117979872488,0.22292736399429725,-0.44369086154537196,0.6191182088267498
