,Mean Return,Ann. Vol,Sharpe,Sortino,Max DD,CVaR (5%)
Trad MVO,0.1888625956410028,0.05023942177432866,3.759250982014841,6.0274036816761045,-0.03399999401267466,-0.005932850423783562
Crypto MVO,0.833794198443917,1.6506375266519182,0.5051346434217748,0.601458006524601,-0.9287567486472232,-0.2533713388305806
