,^SPX,^RUT,URTH,AGG,IEF,TLT,VNQ,GLD,DBC,PUT,^VIX,^IRX,CDX.NA.IG
2023-09-08,8.38092579355091e-12,3.5878027848888765e-12,1.4929323960992716e-11,0.33279667725940243,8.092434603789547e-12,2.258038870549979e-12,3.314452109471448e-12,0.008349561248293615,0.015066851895013129,0.3466922900826063,0.005041820014154054,0.19791541705108964,0.0941373824088779
2023-09-11,1.336879832384206e-11,5.238717265714171e-12,2.2595433948660708e-11,0.3327966773070496,1.1641705805554387e-11,3.448055315765341e-12,4.264084973108636e-12,0.00834956125931814,0.015066851736711979,0.3466922907195414,0.00504182015010494,0.1979154165131342,0.09413738225358291
2023-09-12,1.2168413142021528e-11,4.643551908242378e-12,2.1542460894719715e-11,0.3327966774082159,1.0412764845665581e-11,3.0963402649903733e-12,3.705893126525574e-12,0.008349561196557657,0.015066851677020736,0.34669229096576853,0.00504182019147345,0.19791541629235176,0.0941373822130426
2023-09-13,1.7601191149141384e-11,6.566128348574981e-12,2.9255701976972964e-11,0.33279667755203013,1.5460439068738075e-11,4.478915649233879e-12,5.399473042001017e-12,0.008349561120968284,0.015066851506079813,0.3466922916029314,0.005041820324126211,0.19791541573454005,0.0941373820805623
2023-09-14,2.6375668394370755e-12,8.922947515849243e-13,4.070599869732698e-12,0.33279667728835727,2.2881114115510324e-12,6.02095393748086e-13,7.912870258343386e-13,0.008349561179014196,0.015066851999521857,0.34669228965186966,0.005041819908433056,0.197915417427944,0.09413738253357813
2023-09-15,5.8057158493520575e-12,2.2072433632399164e-12,8.4296474676381e-12,0.33337031780058124,7.179041959391089e-12,1.9506572872030544e-12,2.4243681031372604e-12,0.008054038802093742,0.01429653356469636,0.34953478811390476,0.005571539191108366,0.1956080940795599,0.093564688420059
2023-09-18,1.3405900931162307e-12,5.147702592515795e-13,2.1487238276143883e-12,0.3333703177934911,1.4684158857107308e-12,4.0443666019309044e-13,5.109725333032224e-13,0.008054038789119155,0.014296533526177541,0.3495347881385015,0.005571539171766968,0.19560809417344877,0.09356468840110709
2023-09-19,1.1119169668630092e-12,4.284300290087936e-13,1.8393353846576934e-12,0.33337031778269455,1.1447797856708958e-12,3.21833891635167e-13,3.958344572929484e-13,0.008054038795718943,0.014296533513903984,0.3495347881767459,0.0055715391787813685,0.19560809415480562,0.09356468839210759
2023-09-20,6.110815553587399e-12,2.3580292931594573e-12,9.794141222345118e-12,0.3335608680618245,6.624297132191832e-12,1.865419749421151e-12,2.232505295717029e-12,0.007955873002877811,0.014040651324292256,0.35047900126459786,0.005747499828447758,0.1948416540010326,0.093374452487942
2023-09-21,9.028855149965985e-12,2.675811372152027e-12,1.814031134830336e-11,0.3327966772447496,5.611889224168586e-12,1.2518790429740777e-12,2.5162041680675133e-12,0.008349561233135301,0.015066852072176859,0.3466922893160697,0.005041819851419514,0.1979154176585007,0.09413738258472329
2023-09-22,1.9514742197585288e-11,6.585006688342382e-12,3.835297191114311e-11,0.33279667708556343,1.3783944721520919e-11,3.396916791404654e-12,7.665851431498106e-12,0.008349561348564466,0.015066851978351906,0.34669228954350567,0.005041819891159011,0.1979154175228402,0.09413738254071592
2023-09-25,2.1981937207678163e-11,6.741687960881098e-12,4.3391480367334366e-11,0.33279667692424714,1.4201313504430498e-11,3.401117352445627e-12,7.261038199079176e-12,0.008349561413432105,0.015066851887561192,0.34669228955197606,0.005041819873461883,0.19791541770086943,0.09413738255147379
2023-09-26,4.860476277060703e-11,1.1426286915881674e-11,5.810609387960011e-10,0.3544516973951439,1.879578139069191e-11,4.871595162962771e-12,5.998150659614682e-12,8.292990961159728e-11,0.012181032847408487,0.32442940049110175,0.005379741583017919,0.21441998326258813,0.08913814366705256
2023-09-27,1.3369064084612483e-11,4.541341214705992e-12,9.810025948011087e-11,0.354451698284043,6.650225217069873e-12,1.4623674575188865e-12,1.9403575770617827e-12,5.870097126238681e-11,0.01218103311816079,0.3244293995250986,0.0053797416254240055,0.21441998362540327,0.08913814363710586
2023-09-28,1.951867415180642e-12,6.582812488245193e-13,4.239386442814144e-12,0.3544516984882883,9.534959449055273e-13,2.047319440214064e-13,2.758476156777963e-13,1.8390028043345625e-11,0.012181033163596977,0.3244293993194294,0.0053797416289631875,0.21441998373200177,0.08913814364104677
2023-09-29,5.614531410859044e-11,1.3703116905762112e-11,0.0025913991278447976,0.35194847003607954,1.938812572999388e-11,4.406642731590162e-12,6.038354362427656e-12,3.577027418250753e-10,0.011823781973578362,0.32626320001362447,0.005133158708519653,0.21277954499324306,0.08946044468972589
2023-10-02,8.727565445538027e-12,2.48827703896053e-12,1.592158310260121e-10,0.3544516983543926,3.666575619083114e-12,8.887808543132325e-13,1.2536157193450302e-12,2.239652027651792e-11,0.012181033120260884,0.3244293994341264,0.005379741618586316,0.21441998363447629,0.08913814363952022
2023-10-03,2.010708026038282e-12,8.323505846136584e-13,0.008682013980410408,0.337797583999905,7.731799689742178e-13,1.2761345707411756e-13,5.138107417813442e-13,0.0037976029460892726,0.011363281790405496,0.340149263541416,0.004385280055225445,0.20291814614217696,0.09090682754011378
2023-10-04,2.330644917907673e-10,2.7403743551904856e-11,0.042895335459785876,0.2893146536918972,3.556615866526506e-11,6.530742393637928e-12,1.1667296253909947e-11,0.0013228916934001056,0.010684633205685625,0.35663719419217055,0.0075841562198170525,0.199556428654849,0.0920047065681623
2023-10-05,4.467364525180893e-11,5.283060801117241e-12,0.04289534245699701,0.28931465651495375,6.931514649285834e-12,1.3563787467018263e-12,2.239634064858719e-12,0.0013228980502550715,0.010684627478059665,0.35663718098902397,0.007584155752530049,0.19955643212582344,0.09200470657187293
2023-10-06,3.7335762113069425e-11,4.651564799469415e-12,0.04289534237783718,0.28931465649400206,6.261466553636941e-12,1.1391243082816123e-12,2.1072737492374707e-12,0.0013228979789771781,0.010684627550890068,0.35663718112149684,0.00758415575540156,0.19955643209528542,0.09200470657461454
2023-10-09,4.2322772649586104e-11,2.1437368457788662e-11,0.04306282864009957,0.29114113893558496,1.8069210716262534e-11,3.280483890647657e-12,1.0435099738413242e-11,0.0011913955790064312,0.007987938749041407,0.35707784013391813,0.008170079121960494,0.20024997313923323,0.09111880560561085
2023-10-10,2.0651986114873113e-12,1.1190903266624325e-12,0.04158728320814979,0.2950799979574012,1.0370781416191642e-12,1.6008010594053062e-13,5.6599715908906e-13,0.001681226104569159,0.008713133708932118,0.3538834661106058,0.007964753926350428,0.20032481158859555,0.09076532739044854
2023-10-11,2.6297500097965397e-12,3.0647212261692632e-12,0.038684632914443955,0.2774781967661451,2.080974539929415e-12,4.112485790034989e-13,1.546802655979167e-12,0.016345301700890554,0.0012389991797620687,0.36969799373444373,0.009681709463913843,0.20030651953223674,0.08656664669843048
2023-10-12,1.5541609608351323e-11,3.8684788771855455e-12,0.018119323877050217,0.2517394842104245,4.2876271590105745e-12,7.893441362924701e-13,3.4284012388339436e-12,0.03475651259662144,0.00669526423659984,0.4063030095028313,0.010174496441763107,0.18940039645883425,0.0828115126479599
2023-10-13,0.014574580359910662,9.879008306847975e-13,9.444844800830498e-12,0.2494102163865936,2.7622837308679926e-12,5.06021820323266e-13,1.4376653791729497e-12,0.03395764345558745,0.0052867259633435915,0.413565084880592,0.009555042117126057,0.18887399554531362,0.08477671127639412
2023-10-16,0.01457458039994138,3.1346623049806847e-12,6.189555418720735e-11,0.24941021644179925,7.720523809410157e-12,1.2328112545079073e-12,6.347301110324115e-12,0.03395764346271707,0.005286725975413263,0.4135650847724899,0.00955504214438143,0.18887399544398942,0.08477671127893746
2023-10-17,0.014574580822535836,4.851639901147115e-12,8.361137292558958e-11,0.24941021676641442,1.2825574822491169e-11,1.9752542923948984e-12,9.90582272360496e-12,0.033957643356971795,0.005286726120053634,0.4135650839729309,0.009555042198076652,0.18887399530033339,0.08477671134951369
2023-10-18,0.03940734197951601,3.930477714725026e-13,3.6587312574645736e-12,0.22838351969818294,8.135710734047266e-13,1.5328465876205605e-13,4.9360471770276795e-12,0.05038717971071777,0.015889710431205385,0.4009026018101785,0.014036290491273376,0.1695993928337234,0.08139396303524776
2023-10-19,0.039407342226087,1.6996658120174873e-12,1.1435099276723696e-11,0.22838351968260093,3.870482937904064e-12,8.484606431487348e-13,1.803676763342975e-11,0.05038717979013539,0.01588971035157724,0.40090260143627804,0.014036290473892323,0.16959939290468676,0.0813939630988518
2023-10-20,0.03940735603359611,1.0526478798123175e-11,9.438709274482585e-11,0.22838351484220415,3.147311719876422e-11,6.844386621338954e-12,1.1699466280559274e-10,0.05038718588673236,0.015889707124442883,0.40090258408958845,0.014036289839138683,0.16959939573765415,0.08139396618641757
2023-10-23,0.03940734216296523,2.4173368275780906e-12,2.0225294116631983e-11,0.22838351967030224,5.039137671829681e-12,9.839043971637782e-13,2.627968034172673e-11,0.05038717977592825,0.015889710364754398,0.4009026015114918,0.014036290476838345,0.16959939289115628,0.081393963091618
2023-10-24,0.022495987860544003,1.1084006177204523e-12,3.987789934549312e-12,0.2131249100998524,2.434690549325447e-12,6.681643437563107e-13,1.1673877318329548e-12,0.0525665548978545,0.027293938053302658,0.4419441052092352,0.017978159062764426,0.1522844761936484,0.07231186861343179
2023-10-25,0.023722152174494013,3.030416725920916e-11,1.1506059484329263e-10,0.2136663046111895,6.266613866771776e-11,1.707821852274678e-11,3.1151950738953294e-11,0.05198977991089707,0.026597841439949324,0.4408932717300976,0.017808183477951395,0.15225027913381495,0.07307218726534499
2023-10-26,0.023722153339335895,4.674913502805818e-13,1.77098384308195e-12,0.2136663049979012,9.126944245381759e-13,2.4972785250678014e-13,4.572543419833428e-13,0.05198977915741252,0.026597841102842617,0.4408932708745949,0.017808183279350243,0.15225027917430994,0.07307218807039462
2023-10-27,0.022495999165284938,5.977601913282173e-13,1.958993326072884e-12,0.21312491510053927,1.1563177095333296e-12,3.3042574207248913e-13,5.667868570271252e-13,0.052566549560939736,0.027293931615592237,0.44194409552862457,0.01797815748680949,0.1522844758815601,0.07231187565603926
2023-10-30,0.023722150494691806,2.1006571496533786e-11,6.942285958662609e-11,0.2136663040650998,3.9075206488587077e-11,1.0916761380016716e-11,1.9958466670206067e-11,0.05198978089628998,0.026597841978659525,0.4408932732344508,0.01780818369665745,0.15225027915431927,0.07307218631945152
2023-10-31,0.023722152880059237,2.333156494416115e-11,8.309643112537053e-11,0.21366630497102573,4.229773238827928e-11,1.1752549427156968e-11,2.2944611281297795e-11,0.0519897794414749,0.02659784107382643,0.44089327103732895,0.017808183333961544,0.15225027926579704,0.07307218781310337
2023-11-01,0.023722153284088037,1.7475342703792695e-12,5.943226469224091e-12,0.2136663049966603,2.8225881954442145e-12,7.573938910869394e-13,1.490395028699265e-12,0.051989779177665674,0.026597841113149025,0.4408932708959139,0.017808183283121982,0.15225027919136977,0.0730721880452701
2023-11-02,0.022495988428397916,8.909941941774993e-12,3.001232371406324e-11,0.21312491068238804,1.6996882097181763e-11,4.725093374655674e-12,8.214203839614323e-12,0.05256655508222066,0.027293936863073753,0.44194410481668095,0.017978158991937356,0.15228447598694583,0.072311869079497
2023-11-03,0.023722153292509263,1.2219538571690056e-12,4.596325091493719e-12,0.21366630499259306,2.4535297348758513e-12,6.950152543355498e-13,1.3447201381359591e-12,0.0519897791836127,0.026597841113383654,0.44089327090127056,0.017808183285678944,0.15225027917934736,0.07307218804129298
2023-11-06,0.023722152341336844,1.4938612856712908e-11,4.787932836223795e-11,0.2136663045968778,2.96858089295118e-11,8.267361015692215e-12,1.5275263909729112e-11,0.05198977984004018,0.026597841515960688,0.4408932717320092,0.017808183471750904,0.15225027907618235,0.07307218730979563
2023-11-07,0.023722153320927447,1.0512125632997227e-12,3.878045515803235e-12,0.21366630500528372,2.3489033384139325e-12,6.613719587575287e-13,1.2556853749872276e-12,0.051989779172018025,0.026597841101209448,0.4408932708792937,0.017808183283660347,0.1522502791757346,0.07307218805267762
2023-11-08,0.02641243419081701,5.6180628013459234e-12,2.112566831546813e-11,0.21590836447933523,1.2216114152227824e-11,3.6142918751401734e-12,7.536976479622533e-12,0.05022803663933875,0.024539884529004897,0.4376815980457813,0.017273435934634564,0.15290789467819188,0.07504835145278525
2023-11-09,0.02669197370757757,6.348098328235278e-12,2.4121006788767956e-11,0.21613879063895503,1.378220180972474e-11,4.1394990541555055e-12,9.914412963976768e-12,0.05010446870130899,0.024344418733507265,0.43732316877468297,0.017235722091842712,0.1529742552986185,0.07518720199520168
2023-11-10,0.02641243449029,2.72074012150863e-11,1.0911338470297097e-10,0.21590836481951672,5.614655618011924e-11,1.659094179044536e-11,3.450570054029594e-11,0.050228036621252144,0.024539884298404795,0.437681597511063,0.01727343595817675,0.15290789461369786,0.0750483514440348
2023-11-13,0.039027464595560966,2.745290916604377e-13,1.539241526516336e-12,0.23192751820664223,8.746230426914487e-13,1.646908428067182e-13,3.384537702067306e-13,0.049305652351571236,0.02178020548495632,0.4118270369360871,0.017866109798869875,0.15609389408215082,0.07217211854096986
2023-11-14,0.03902746458787065,3.81242681141148e-13,2.0977664816786767e-12,0.23192751820314514,1.3187911777767098e-12,2.543595177878485e-13,4.735616027859542e-13,0.049305652351569106,0.021780205485787168,0.41182703694887685,0.01786610979945799,0.15609389407747534,0.072172118541292
2023-11-15,0.03902746458630525,1.2429111090817551e-12,6.1495221640243794e-12,0.231927518197348,3.1744779581550283e-12,6.150803856175549e-13,1.3116061502563475e-12,0.0493056523634067,0.02178020547423307,0.4118270369444345,0.017866109797946346,0.1560938940805145,0.07217211854331808
2023-11-16,0.03902746412326534,1.843028485710386e-11,9.298253139007552e-11,0.2319275180630023,6.011054491815444e-11,1.2104703994223766e-11,2.2925268583292432e-11,0.04930565247762959,0.021780205391473465,0.4118270373741291,0.017866109774830333,0.1560938940089554,0.07217211858016112
2023-11-17,0.039027464585776224,6.025246799444256e-13,3.352233976006059e-12,0.23192751818899296,1.7103761309155997e-12,3.381490819434577e-13,7.177424180418698e-13,0.049305652356628024,0.02178020548422581,0.41182703696416123,0.017866109800310132,0.1560938940708795,0.0721721185423049
2023-11-20,0.039027464592408766,3.0836651077125334e-13,1.644367253943651e-12,0.2319275182049311,9.705772060733645e-13,1.822316876370824e-13,3.7538276206790243e-13,0.049305652351226276,0.02178020548570373,0.41182703694237816,0.017866109799360336,0.15609389407957244,0.07217211854093826
2023-11-21,0.03902746433528968,7.10898570798006e-12,3.6981317479399745e-11,0.23192751813447834,2.6792262052577328e-11,5.284067750552959e-12,9.902189179839897e-12,0.04930565248063787,0.021780205372661468,0.4118270372591734,0.017866109799443752,0.15609389398314363,0.07217211854910302
2023-11-22,0.039027464333314464,7.332159234224791e-12,3.999929525165181e-11,0.23192751802626504,2.9048572389853886e-11,6.193834827120961e-12,1.0840674655376944e-11,0.04930565247789011,0.021780205394133986,0.41182703742654186,0.017866109811613084,0.1560938938940058,0.07217211854282118
2023-11-24,0.04968506184477632,9.955344484130977e-13,2.1497971409028216e-11,0.23627866797630065,1.96386914113672e-12,2.9372942457211116e-13,5.42999401465304e-13,0.04931551506988271,0.020584882594801658,0.3883825096015809,0.0162058257979123,0.1666381802700872,0.0729093568193642
2023-11-27,0.043618652870634184,2.421756808254895e-12,5.262453770544828e-11,0.23482152965301964,4.651389273167195e-12,7.005511592550435e-13,1.301539301021777e-12,0.048317475247089334,0.021796108735715438,0.400604239186912,0.01701385608919728,0.16159989493046706,0.07222824322526528
2023-11-28,0.03902746484889891,1.376468832679633e-12,2.8382772982116324e-11,0.23192751831042308,2.6894603380954504e-12,3.983360058574973e-13,7.436328634669249e-13,0.04930565233580483,0.021780205460393824,0.41182703634355433,0.017866109757150014,0.15609389435466686,0.07217211855551751
2023-11-29,0.04361864014752432,3.530376146346118e-12,6.237731626759119e-11,0.2348215215759021,6.974932329594806e-12,1.0541996202142921e-12,1.9487333214305983e-12,0.04831747803123297,0.02179610866378006,0.40060427033287854,0.017013858456519645,0.16159987963440792,0.07222824308186887
2023-11-30,0.04361865389938195,7.765489085466966e-13,1.347381641573404e-11,0.23482153041324527,1.671907992115366e-12,2.599652072237912e-13,4.781541190093806e-13,0.04831747492842872,0.021796108802081857,0.4006042366022347,0.017013855886856444,0.16159989624035925,0.07222824321075144
2023-12-01,0.03902746478221063,1.2031704004127099e-12,2.447260847314533e-11,0.2319275182808713,2.3058130913255e-12,3.414217861958369e-13,6.414945804893259e-13,0.04930565233974789,0.021780205466548352,0.4118270364996472,0.017866109768511298,0.15609389428180714,0.07217211855169149
2023-12-04,0.039027465616274966,2.2072995536761375e-11,4.1001944748829464e-10,0.2319275180334081,3.9575149464101417e-11,6.194600124094306e-12,1.1827120214133947e-11,0.04930565273211345,0.02178020506121993,0.41182703472587073,0.017866109660973167,0.1560938949646094,0.07217211871584102
2023-12-05,0.03902746465918783,8.763549320269989e-13,1.5148542144490962e-11,0.23192751822247137,1.567515422839503e-12,2.387520572785217e-13,4.638921387118803e-13,0.04930565235128918,0.021780205476318596,0.41182703679145616,0.01786610978962235,0.15609389414549452,0.07217211854586508
2023-12-06,0.03902746473198001,1.5664312609254249e-12,2.763958006823437e-11,0.23192751824939015,2.9145995146794955e-12,4.370294277641076e-13,8.43381812442988e-13,0.04930565234871964,0.02178020546615961,0.41182703661696957,0.017866109777402224,0.15609389422534373,0.07217211855063398
2023-12-07,0.07421255072094651,3.209510355011583e-11,9.182474661666913e-10,0.2032411469309372,5.982984849259317e-11,8.294307368029377e-12,1.1324076231634539e-11,0.0622133082643262,0.022000792898368607,0.3625325764993898,0.010916379389305687,0.1864257962538199,0.07845744801311542
2023-12-08,0.07421256409427093,4.598456499100047e-12,9.047771547120266e-11,0.20324114148171024,8.02976325390376e-12,1.4009506716517516e-12,1.6391535595700768e-12,0.062213309873795634,0.022000794372277876,0.3625325585975853,0.010916377925328874,0.18642580320826452,0.07845745034062061
2023-12-11,0.07416472890673688,4.9676664428820566e-11,0.0007216300114247833,0.202894258573687,6.957787765174507e-11,1.2101214622864995e-11,1.2265861946662448e-11,0.06042962602503303,0.023656684871099013,0.3624606260289539,0.01093992434901316,0.18635661345404067,0.07837590763639002
2023-12-12,0.074164726919326,1.200455796743091e-11,0.0007216392679603367,0.2028942574388636,2.2525560173949014e-11,3.5238171222486916e-12,3.8901386108820535e-12,0.06042962878666137,0.023656680889275774,0.362460618311731,0.010939924113383749,0.18635661595405492,0.07837590827679927
2023-12-13,0.08122480097108536,6.739395309199275e-13,3.743317088654605e-12,0.2119492750258044,9.68279515351596e-13,1.8533746823024578e-13,2.4347637409147207e-13,0.057955225198671,0.018761168792831122,0.3579663644177639,0.010809738191319751,0.1807846285747308,0.08054879882197934
2023-12-14,0.08122480087812733,5.592356999465801e-12,4.020740266614341e-11,0.21194927490999343,8.94872381693617e-12,1.636259778272417e-12,2.0055669782358693e-12,0.05795522525758255,0.01876116880027664,0.3579663644233596,0.010809738179189697,0.18078462868774706,0.08054879880533344
2023-12-15,0.08122480091393987,1.2453721286657828e-11,6.870283275079737e-11,0.2119492748963443,1.4294895774613944e-11,3.6337998170266425e-12,4.426046417032963e-12,0.05795522530247783,0.018761168778378155,0.35796636435986073,0.010809738188814633,0.18078462866214182,0.0805487987945314
2023-12-18,0.08122480088424,2.1078161358958654e-11,1.4090914178569923e-10,0.2119492747628876,3.284301481299087e-11,7.877438287454004e-12,8.396121919434444e-12,0.05795522540237148,0.018761168733886353,0.3579663642732873,0.010809738177272965,0.18078462877259296,0.08054879878235746
2023-12-19,0.08122480096019041,2.5729243061215977e-11,1.4519790995339468e-10,0.21194927473745778,3.3749129806816164e-11,5.854207107458719e-12,8.024819509509527e-12,0.057955225510158616,0.0187611686908906,0.3579663641759091,0.010809738182464773,0.18078462876577667,0.08054879875859676
2023-12-20,0.07042458944994344,1.97157021989632e-13,4.444483270748093e-12,0.20827474864882006,1.3887507294021e-12,2.2575180253343134e-13,3.945501476660031e-13,0.05372980788957768,0.02662683959995656,0.3713126530741968,0.011789636228901461,0.18033729245447108,0.07750443264748219
2023-12-21,0.07042458940423227,3.2600954272305076e-11,1.5390827590804644e-10,0.20827474851505065,3.9540119603203856e-11,7.236130143500263e-12,1.0760859047546195e-11,0.05372980790544046,0.026626839570147998,0.37131265296118643,0.011789636230698177,0.18033729250895844,0.07750443266023925
2023-12-22,0.07042458945220356,3.066502203042939e-13,2.244109501453728e-12,0.20827474865255113,9.504306088551389e-13,1.76618572568056e-13,2.7923966820021963e-13,0.05372980788862756,0.026626839599592354,0.37131265307235706,0.011789636228798122,0.18033729245405117,0.07750443264786194
